index,s,t,et
150,16688,4389,28
151,20762,14208,28
152,1111,7474,28
153,13915,4799,29
154,27430,12949,29
155,29746,3260,29
156,28398,31333,30
157,18222,407,30
158,7662,2702,30
159,30880,31759,30
160,3780,26515,30
161,22741,32652,31
162,13945,21181,31
163,17985,25416,31
164,30426,7031,31
165,9420,18928,31
166,19612,775,32
167,32559,31880,32
168,1236,16468,33
169,21498,28919,33
170,27230,11851,33
171,26015,28441,34
172,17985,10052,34
173,8726,26987,34
174,15223,32505,34
175,13871,4356,34
176,6493,6144,34
177,11028,23105,35
178,11156,17641,35
179,22607,19797,35
180,2359,25851,35
181,19699,370,35
182,22738,21484,35
183,16024,1020,35
184,26185,20628,36
185,15635,18633,36
186,1652,21103,36
187,6031,22961,36
188,26303,23713,36
189,8791,2066,36
190,3431,3796,36
191,19331,6876,37
192,21412,9002,37
193,7988,19544,37
194,28746,28595,37
195,6626,7844,37
196,407,21276,37
197,15375,13692,37
198,19361,22061,38
199,24601,27525,38
200,31721,6081,38
201,28389,27567,38
202,28960,24302,38
203,23758,2320,38
204,30527,24454,38
205,6078,20895,38
206,29815,18567,39
207,11851,18014,39
208,15094,13116,39
209,18178,3475,40
210,23101,16134,40
211,22344,23708,40
212,21294,18306,40
213,17050,22626,40
214,6679,23268,40
215,23752,16115,41
216,22969,29555,41
217,23999,31925,41
218,15397,4893,41
219,4205,16221,42
220,10627,25873,42
221,6157,8263,42
222,21014,7210,42
223,26015,13944,43
224,20118,19691,43
225,20319,17640,43
226,28595,16939,43
227,22170,19991,43
228,10235,87,43
229,10235,25000,43
230,9021,9440,43
231,14609,24647,43
232,24599,21438,43
233,15764,33550,44
234,24286,28287,44
235,31131,21682,44
236,29950,6804,45
237,24774,11787,45
238,8833,27485,45
239,11017,29166,45
240,24232,31530,46
241,5617,12458,46
242,5345,10165,46
243,22125,3650,47
244,16460,27988,47
245,1643,16161,47
246,5611,7815,47
247,17757,17130,48
248,6067,11397,48
249,3270,25632,48
250,22898,29035,48
251,18834,7435,49
252,5028,27524,49
253,29482,7651,50
254,12515,18069,50
255,9106,16841,50
256,24184,31640,50
257,1286,20981,50
258,11954,7909,50
259,2561,3589,50
260,19684,5071,50
261,29701,17473,50
262,1128,18281,50
263,23632,1979,50
264,26036,24474,51
265,23794,31880,51
266,27087,11583,51
267,31509,12620,52
268,15518,10292,53
269,4828,828,53
270,4896,22305,53
271,29407,19398,53
272,11010,12369,54
273,4349,10291,55
274,5305,3432,55
275,12977,23922,56
276,26948,26094,56
277,4790,8985,56
278,4689,25328,56
279,32818,25002,56
280,24133,20386,56
281,23733,24142,56
282,3320,11040,57
283,18497,8437,57
284,28562,11280,57
285,28070,7638,57
286,22301,30075,57
287,30809,29586,58
288,4603,9002,58
289,1266,2647,58
290,25000,17908,58
291,728,5952,58
292,23665,5948,58
293,33606,18988,58
294,32639,31894,58
295,4635,8550,59
296,11653,28623,59
297,25776,22116,59
298,9000,18068,59
299,2629,30955,60
300,8266,22481,60
301,20762,19083,60
302,3732,9744,60
303,4375,8139,60
304,20976,7249,60
305,8518,2995,61
306,10934,1786,61
307,5832,11850,61
308,31386,2937,61
309,28132,14078,62
310,7742,5790,62
311,14275,2333,62
312,9226,2562,62
313,13401,8118,63
314,31345,3657,63
315,12626,13435,63
316,11900,20256,64
317,9349,12802,64
318,24252,27665,64
319,11611,20763,64
320,17120,13265,65
321,29244,5191,65
322,4081,27066,65
323,25866,23223,65
324,20385,16455,65
325,7031,31553,65
326,19023,33339,65
327,31037,2937,65
328,30531,28920,65
329,23138,18698,66
330,30924,10171,66
331,32049,2232,67
332,32879,23249,67
333,725,23997,67
334,27567,31696,67
335,20263,20367,67
336,21579,11880,67
337,20982,12842,68
338,8305,17028,68
339,17887,24415,69
340,19622,7986,69
341,15667,27871,69
342,30948,2742,69
343,3121,31462,69
344,4517,7941,70
345,29002,9813,70
346,23610,7031,70
347,25759,10478,70
348,7031,20582,70
349,23922,1369,70
350,16902,13551,70
351,27735,27950,71
352,27393,3765,71
353,24619,20586,71
354,6803,3475,71
355,28213,20824,71
356,12695,5841,72
357,25784,9167,72
358,9002,25133,72
359,17002,10535,72
360,2994,24847,72
361,24376,10068,72
362,21440,3566,73
363,23297,6228,73
364,566,15262,73
365,20867,21940,73
366,4215,12614,73
367,29453,6554,73
368,17910,31741,74
369,22229,815,74
370,30809,237,74
371,28854,12973,74
372,31425,27230,74
373,18360,12669,74
374,27883,8636,75
375,29371,17452,75
376,2640,24410,75
377,22722,25572,75
378,9302,8358,75
379,25550,8512,75
380,11955,10405,75
381,3604,11949,75
382,9617,4419,75
383,18360,2322,75
384,6213,10300,75
385,567,16687,76
386,16260,6248,76
387,26700,11832,76
388,5202,21275,76
389,25349,20762,76
390,30474,7985,77
391,11866,14326,77
392,19171,12130,77
393,12515,1855,77
394,19214,3048,77
395,7154,27920,77
396,18352,15675,78
397,1089,12509,78
398,4799,24643,78
399,4799,10545,78
400,24909,28569,78
401,22145,11850,78
402,1422,7497,78
403,11954,21392,78
404,11954,5307,78
405,1394,6408,78
406,12131,2937,79
407,6500,14207,79
408,22654,27053,80
409,2428,31024,80
410,8914,774,80
411,24354,20397,80
412,19761,33545,80
413,22738,13161,80
414,14346,29202,80
415,8791,31925,81
416,19339,32287,81
417,22489,26584,81
418,18635,33571,81
419,24195,13848,81
420,26979,27553,82
421,30010,10157,82
422,14377,32056,82
423,13189,6214,82
424,2939,28940,82
425,7581,28009,83
426,12205,32664,83
427,10958,27109,84
428,15704,11832,84
429,10500,8989,84
430,7549,31458,84
431,22609,11967,84
432,16845,5770,84
433,8770,6747,84
434,2639,24410,85
435,31538,24257,85
436,33455,20386,85
437,7330,32725,85
438,3684,25000,85
439,16709,30952,85
440,18996,24866,86
441,12007,25937,86
442,11653,31932,86
443,25454,9832,86
444,14435,11382,87
445,24367,27773,87
446,28547,30809,87
447,9565,7224,87
448,22400,10470,87
449,12754,25851,87
450,10050,20300,88
451,8550,28181,88
452,11623,15336,88
453,827,15578,89
454,25115,19608,89
455,8586,17000,89
456,5527,5557,89
457,21864,3603,89
458,21123,9687,89
459,1831,6854,89
460,10599,14000,90
461,8914,2414,90
462,15535,32570,90
463,14001,10833,90
464,21392,32454,90
465,5805,10601,90
466,2635,16424,90
467,3099,9991,90
468,19594,17716,91
469,28563,4890,91
470,20589,3970,91
471,20667,24252,91
472,18666,30474,92
473,18193,32251,92
474,21640,20319,92
475,26243,16857,92
476,13434,19013,92
477,30245,16151,92
478,22013,17488,92
479,775,12137,93
480,16560,6805,94
481,31233,23268,95
482,2639,24410,95
483,2646,6921,95
484,18685,3357,95
485,14723,33207,95
486,24226,24252,95
487,18194,18416,96
488,7569,24619,96
489,27230,15047,96
490,13855,19413,96
491,19830,29704,97
492,7271,1773,97
493,23818,22623,97
494,8065,21185,97
495,2098,9420,97
496,30528,32658,97
497,4471,7085,98
498,20286,9923,99
499,17656,33571,99
500,2066,27082,100
501,28569,19829,100
502,6945,5440,100
503,33071,6412,100
504,18982,24619,101
505,24967,477,101
506,26941,21362,101
507,3171,22001,101
508,16780,27559,102
509,4627,28078,102
510,9580,18436,102
511,14991,9522,102
512,54,26985,102
513,11983,20938,102
514,2937,29723,102
515,17344,20786,103
516,50,942,103
517,24384,10642,103
518,21109,5509,103
519,19630,13926,104
520,7652,8646,104
521,25172,245,104
522,15635,5516,104
523,15385,4356,104
524,23809,21513,104
525,30792,29464,104
526,7835,24410,105
527,30949,32887,105
528,20526,18932,105
529,11460,19294,106
530,2765,31553,106
531,32101,30301,106
532,18688,5779,106
533,6030,20396,106
534,14568,25776,106
535,20677,32395,107
536,26877,27138,107
537,30345,23746,107
538,1700,27888,107
539,7227,5279,107
540,25880,23144,107
541,21732,13326,108
542,3494,8550,108
543,32849,31232,109
544,19612,33206,109
545,9116,17287,109
546,30519,17402,109
547,15551,23151,109
548,31458,22301,110
549,12799,6218,110
550,31998,18792,110
551,22991,18983,111
552,8373,10871,112
553,11489,20786,112
554,2067,7512,112
555,5832,7106,112
556,28668,25640,112
557,18942,24778,112
558,25213,10177,112
559,26137,13901,112
560,24221,7343,113
561,11282,5920,113
562,4240,23731,113
563,6674,25238,113
564,6802,15798,113
565,18306,21588,114
566,18150,4205,114
567,13182,9735,114
568,27291,22917,114
569,15125,28009,114
570,13023,32331,114
571,20526,3971,114
572,7465,7269,114
573,6564,9396,114
574,7835,24410,115
575,14073,24859,115
576,27108,32627,115
577,5404,31880,115
578,18353,31089,116
579,11397,14463,116
580,20389,29244,116
581,7740,26829,116
582,26016,24512,117
583,26699,28053,117
584,8264,17756,117
585,24734,23112,117
586,20762,10116,117
587,30979,29454,117
588,16585,32714,118
589,17897,13197,118
590,12872,1980,118
591,11164,27108,118
592,16461,32379,118
593,4566,26696,118
594,15375,21349,118
595,15309,24618,119
596,3963,17190,119
597,24286,27216,119
598,20832,8817,119
599,31846,31919,119
600,14692,26198,119
601,21039,3294,119
602,2768,30754,120
603,1915,16261,120
604,10368,3820,120
605,14300,3494,120
606,26430,3868,121
607,110,9848,121
608,23535,4553,121
609,8002,22272,121
610,30527,27525,121
611,561,10515,121
612,21905,15481,122
613,21905,1866,122
614,1560,30173,123
615,16300,30777,123
616,22275,31971,124
617,31458,9006,124
618,1943,18812,125
619,27716,23113,125
620,29244,23665,125
621,16545,32460,125
622,17241,17447,125
623,12695,827,126
624,1499,9080,126
625,3863,28237,126
626,5537,6280,126
627,7835,24410,126
628,6470,4695,126
629,5071,12588,126
630,31014,29410,126
631,7249,5699,126
632,15128,25410,126
633,21528,4485,127
634,11395,16185,127
635,17036,33241,127
636,24778,9003,127
637,28724,11010,127
638,2605,1773,127
639,32810,12991,127
640,2222,4566,128
641,7038,29170,128
642,10548,7913,129
643,8926,9961,129
644,9017,31054,129
645,19520,15525,129
646,19768,627,129
647,1355,17769,129
648,30579,9846,130
649,6958,14350,130
650,16887,32887,130
651,22324,26584,130
652,21014,33366,130
653,16757,23124,131
654,30892,31785,131
655,27852,31221,131
656,30100,28303,131
657,31916,30005,131
658,16046,7314,131
659,24302,4565,131
660,20786,24743,132
661,28751,29617,132
662,6539,33499,132
663,21904,13328,132
664,22328,22167,133
665,16512,3432,133
666,19661,20763,133
667,32893,27682,134
668,18194,29318,134
669,14022,4073,134
670,28060,14991,134
671,3489,27136,134
672,2794,23355,134
673,30580,9078,135
674,20699,20478,135
675,14367,2861,135
676,21363,15191,136
677,25590,24410,136
678,11669,12515,136
679,16299,7530,136
680,7838,20397,136
681,16323,10460,136
682,25163,26316,136
683,15802,4272,137
684,14895,5382,137
685,828,23610,137
686,13425,1104,137
687,7652,9958,137
688,31684,25724,137
689,10292,16241,137
690,5832,21596,137
691,30869,29673,137
692,23894,12792,138
693,6770,17447,138
694,8263,30427,138
695,3572,31774,138
696,33083,2162,138
697,218,13573,138
698,24358,22607,138
699,32962,27143,138
700,14698,32663,138
701,31262,9686,138
702,4588,6253,139
703,28123,19913,139
704,29941,18473,139
705,6698,3325,139
706,7647,1856,139
707,24915,7850,139
708,19384,12735,139
709,978,24011,139
710,5610,28101,139
711,21528,10534,140
712,24184,15629,140
713,4895,18634,140
714,7216,9184,140
715,23092,32040,141
716,15518,31403,141
717,30632,23647,141
718,32073,29765,141
719,11621,2937,141
720,30580,16134,142
721,28170,22303,142
722,4962,30580,142
723,10851,24410,142
724,29181,31737,142
725,26430,14207,142
726,6802,32524,142
727,25194,30947,142
728,12189,2642,142
729,2485,24670,143
730,4349,23944,143
731,535,7249,143
732,5790,15493,143
733,13217,3732,143
734,2937,3443,143
735,19812,2117,143
736,24286,8183,144
737,25625,19063,144
738,27136,3358,144
739,9504,4890,144
740,5362,8375,145
741,6746,689,145
742,14724,20556,145
743,32618,10904,145
744,32658,30156,145
745,25590,24410,146
746,21119,30609,146
747,30227,5458,146
748,25854,3958,146
749,19337,18313,146
750,16035,14350,146
751,4794,13925,147
752,30540,31255,147
753,10476,5163,147
754,16117,15494,147
755,29307,4876,147
756,28192,7153,147
757,16076,17190,147
758,22937,6461,148
759,30597,8944,149
760,29777,22933,149
761,30072,2049,149
762,25648,7067,149
763,1582,30220,150
764,30326,13722,150
765,1304,32992,150
766,11851,7815,150
767,11165,16151,150
768,17985,32557,151
769,10947,24902,151
770,27191,3365,151
771,32495,20763,151
772,21189,32464,152
773,7824,21459,152
774,24618,6030,152
775,3973,21405,152
776,16752,7254,152
777,2522,23500,153
778,24190,1464,153
779,23919,31256,153
780,4313,7531,153
781,1356,14439,153
782,7530,9293,154
783,8139,9651,154
784,24516,26791,155
785,6777,772,155
786,21294,17736,155
787,15391,17901,155
788,25116,14557,155
789,4636,13328,156
790,7834,1578,156
791,3691,11900,156
792,8440,4574,156
793,619,25338,156
794,15124,31353,156
795,12143,28920,156
796,20213,29746,156
797,19034,10068,156
798,17352,24007,156
799,1389,12130,157
800,13492,17315,157
801,18934,9986,157
802,12694,26619,157
803,28951,11161,158
804,30570,31458,158
805,4813,11851,158
806,29954,21154,158
807,3433,12694,158
808,1412,11903,158
809,6803,7815,158
810,15395,5775,158
811,24601,25784,159
812,1993,11276,159
813,12705,12694,159
814,10642,14350,160
815,27517,23665,160
816,7393,16185,160
817,5256,13375,160
818,5513,607,160
819,32001,4657,160
820,10601,2160,160
821,23327,26101,161
822,17295,6259,161
823,29269,8875,161
824,25459,31998,161
825,22013,1890,161
826,18720,22352,161
827,25508,5313,161
828,14969,32874,162
829,32229,3373,162
830,31975,4078,162
831,32962,30247,162
832,10420,6574,163
833,9108,10904,163
834,8754,25443,163
835,16455,31813,164
836,29268,15317,164
837,29612,30868,164
838,32684,19023,164
839,18803,1448,164
840,10704,17286,165
841,28112,8555,165
842,8054,16607,165
843,2965,11967,165
844,16408,30427,166
845,2994,19115,166
846,33408,33134,166
847,214,15196,167
848,24147,4388,167
849,1790,8749,167
850,31813,24618,167
851,23250,33180,167
852,761,32739,168
853,15123,14993,168
854,8916,23815,168
855,1500,30702,169
856,27843,29119,169
857,12674,18731,169
858,975,32684,169
859,18833,10705,169
860,26475,28287,169
861,24859,15601,170
862,13855,16368,170
863,9407,17890,170
864,18701,19660,170
865,399,30889,171
866,22641,8373,171
867,7219,24401,171
868,21203,23090,171
869,2300,23414,172
870,29760,17519,173
871,1611,2954,173
872,16251,8047,173
873,828,29518,174
874,20832,23162,174
875,4591,29034,174
876,3886,32053,175
877,8760,29584,175
878,20762,2269,175
879,22489,32557,175
880,3728,15537,175
881,28638,11581,176
882,13326,29330,176
883,2534,26199,176
884,24598,10904,176
885,14609,27348,176
886,11928,7928,177
887,963,15102,177
888,24238,32044,177
889,18973,31586,177
890,967,32699,177
891,13637,25922,177
892,3781,6624,177
893,14030,29704,178
894,13328,29739,178
895,10700,29718,179
896,20256,19631,179
897,1493,1903,179
898,21804,29612,179
899,17235,29648,179
900,20195,14394,179
901,13548,7988,180
902,30105,15102,180
903,18384,27786,180
904,30059,23977,180
905,28461,3294,180
906,4698,979,181
907,28317,13655,181
908,11687,25395,181
909,21473,7716,181
910,29718,16373,181
911,14376,23705,181
912,3052,26308,182
913,26792,7790,182
914,23113,14044,182
915,7223,20508,183
916,26439,10052,183
917,28751,20555,183
918,3070,26274,183
919,6867,2625,183
920,9116,10721,183
921,32430,7248,183
922,32313,15565,183
923,28226,21200,183
924,20721,26701,183
925,15701,14331,184
926,18416,16211,184
927,27359,31438,184
928,7228,2323,184
929,25595,5254,184
930,18650,11004,184
931,7515,5729,184
932,10949,15193,184
933,17802,31315,185
934,9580,28227,185
935,13111,12714,185
936,3479,16537,185
937,19083,11372,185
938,30221,31880,185
939,16751,30595,185
940,11009,3122,186
941,24133,12949,186
942,3603,21985,186
943,14349,7018,186
944,29886,18157,187
945,21196,27161,187
946,23607,31736,187
947,704,19188,187
948,14297,7638,187
949,3605,27744,187
950,20347,6112,187
951,12631,9267,188
952,7600,21928,188
953,29411,12936,188
954,2087,19361,188
955,7925,29771,189
956,16512,28637,189
957,32149,21771,190
958,17910,24044,191
959,32251,16468,191
960,18914,11851,191
961,23917,20440,191
962,27648,23632,192
963,12529,2858,192
964,69,18081,192
965,245,8550,192
966,4807,22002,192
967,20746,370,192
968,10946,25248,192
969,13702,13674,192
970,32487,8373,193
971,25267,10470,193
972,2673,6608,193
973,1750,200,193
974,17913,14439,193
975,29672,29908,193
976,22278,26991,194
977,16550,25231,194
978,18437,7031,195
979,3357,5655,195
980,14689,15342,195
981,25328,2648,196
982,17735,16117,197
983,32678,6869,197
984,10364,29424,197
985,17451,32524,197
986,8915,8818,197
987,16316,31087,197
988,2302,11686,198
989,28348,31645,198
990,24410,26430,198
991,11813,28920,198
992,1642,27108,198
993,16817,22746,198
994,16787,3796,198
995,3978,8305,198
996,23158,8111,199
997,27594,9090,199
998,23653,24793,200
999,18416,16223,200
1000,20119,27455,200
1001,28361,28062,200
1002,28462,14022,201
1003,30809,20319,201
1004,11613,18306,201
1005,17398,21993,201
1006,3099,27602,201
1007,7124,26295,202
1008,13491,22385,202
1009,9648,23677,202
1010,15711,20867,202
1011,26584,5458,203
1012,31927,14599,203
1013,28241,31553,203
1014,11900,7038,204
1015,1327,13577,204
1016,25103,2713,204
1017,2097,11291,204
1018,6439,19114,204
1019,3493,11649,204
1020,21189,8550,205
1021,4854,16684,205
1022,20014,3957,205
1023,18685,14008,205
1024,5356,31880,205
1025,7264,18236,206
1026,17408,15025,206
1027,33024,22516,206
1028,23917,8512,206
1029,3491,21508,206
1030,27962,22601,207
1031,19739,10204,207
1032,21721,15836,207
1033,31216,13348,207
1034,17673,30649,207
1035,4059,16567,207
1036,24618,15191,207
1037,22627,1972,207
1038,12538,5676,207
1039,9526,13698,207
1040,13134,13151,208
1041,4945,7903,208
1042,31645,20508,208
1043,7351,30963,209
1044,23999,16648,209
1045,30428,12342,209
1046,3276,33571,209
1047,33571,3997,209
1048,4856,590,209
1049,18474,1279,210
1050,21993,32279,210
1051,18942,7814,210
1052,20195,16683,210
1053,19339,15274,210
1054,2477,17449,210
1055,25816,7241,211
1056,29937,17190,211
1057,14939,26651,211
1058,9791,26909,211
1059,20762,19937,212
1060,21909,10298,212
1061,2486,12856,213
1062,23522,8518,213
1063,13492,32674,213
1064,2945,2066,213
1065,6928,28915,213
1066,25759,27359,213
1067,30696,6080,213
1068,21005,22407,214
1069,13327,7247,214
1070,7953,14350,214
1071,7216,1103,214
1072,21904,7153,214
1073,4603,13048,215
1074,5447,3023,215
1075,4067,12572,215
1076,31516,9006,216
1077,20354,11397,216
1078,30426,29245,216
1079,8732,25142,216
1080,29507,22404,216
1081,4308,3958,216
1082,22709,15504,216
1083,11557,29584,217
1084,27362,29920,217
1085,23820,13493,217
1086,15093,8731,217
1087,9174,6409,217
1088,7461,7672,218
1089,28,23607,218
1090,32464,20809,218
1091,19599,24410,218
1092,962,13360,218
1093,7712,1569,218
1094,23150,29269,218
1095,29680,19802,218
1096,18865,13610,218
1097,26508,21637,219
1098,33516,1641,219
1099,27607,25350,219
1100,6862,20958,219
1101,13681,27216,220
1102,10547,20471,220
1103,15658,10870,220
1104,19083,32829,220
1105,32994,14557,220
1106,16367,9330,220
1107,19606,25084,221
1108,7638,13492,221
1109,12143,18,221
1110,27820,15457,222
1111,10052,26805,222
1112,12714,4891,222
1113,10757,9756,222
1114,26932,29746,222
1115,8874,21247,224
1116,19114,32198,224
1117,25851,13246,224
1118,13005,26525,224
1119,28167,944,225
1120,20762,70,225
1121,11851,11286,225
1122,24173,32746,225
1123,15373,17437,225
1124,30849,30890,226
1125,32557,2937,226
1126,3161,8113,226
1127,3120,8892,226
1128,1463,5537,227
1129,24199,24415,227
1130,28723,12550,227
1131,24006,25797,227
1132,31858,7647,227
1133,1449,1646,227
1134,12361,20511,228
1135,6236,13387,229
1136,6241,7240,229
1137,16505,27863,229
1138,18786,8561,229
1139,25706,32919,230
1140,14457,10526,230
1141,32699,16360,230
1142,33493,21325,230
1143,150,24561,231
1144,8240,26403,231
1145,19316,25877,232
1146,3320,6179,232
1147,2363,27216,232
1148,29324,22267,232
1149,7031,17493,232
1150,2939,6409,232
1151,11452,9147,233
1152,16839,11841,233
1153,21474,14295,233
1154,31211,32540,233
1155,25351,24517,234
1156,22460,19969,234
1157,12940,27162,234
1158,18228,7484,234
1159,26694,18934,234
1160,30043,7987,235
1161,17900,31679,235
1162,21459,21170,235
1163,779,18634,235
1164,19624,31880,235
1165,26584,25410,236
1166,27425,7227,236
1167,29653,7648,236
1168,11728,14166,236
1169,3605,21805,236
1170,28644,26696,237
1171,3293,20347,237
1172,24059,1032,238
1173,27216,25137,238
1174,2469,24588,238
1175,31846,10322,238
1176,10306,21929,238
1177,32567,21189,239
1178,7350,31785,239
1179,5545,33146,239
1180,1980,7977,239
1181,17145,2636,240
1182,704,14022,240
1183,12699,18829,240
1184,7786,32055,240
1185,29292,16786,240
1186,3193,12471,240
1187,27116,16051,240
1188,12932,29458,240
1189,28869,26185,241
1190,17537,2666,241
1191,2221,12505,241
1192,11136,23441,241
1193,28192,26348,241
1194,10935,28869,242
1195,14769,9327,242
1196,23604,21528,242
1197,7031,2160,242
1198,21387,5186,242
1199,6003,25703,243
1200,32377,2756,243
1201,27813,6554,243
1202,17575,21126,243
1203,20762,14228,243
1204,8905,31736,243
1205,23149,21806,243
1206,22168,8236,243
1207,8374,4635,244
1208,11726,15900,245
1209,1351,16779,245
1210,17386,23733,245
1211,19913,32044,246
1212,18310,3876,246
1213,12626,3357,246
1214,7132,128,247
1215,16841,2255,247
1216,13702,19104,247
1217,16899,21826,247
1218,26740,32546,248
1219,10903,29244,248
1220,21383,5593,248
1221,18626,33365,248
1222,12550,24302,248
1223,10619,516,249
1224,30100,2510,249
1225,33472,14423,249
1226,9425,22405,249
1227,6097,3545,250
1228,21724,760,250
1229,14377,25084,250
1230,2937,25444,250
1231,14457,3293,251
1232,28562,10230,251
1233,19163,15551,251
1234,1054,20718,251
1235,13435,14985,251
1236,16780,748,252
1237,5072,22252,252
1238,29133,16896,252
1239,26471,23307,252
1240,2937,29578,252
1241,30345,19399,253
1242,14051,25410,253
1243,21909,24538,253
1244,26804,6594,254
1245,6432,12674,254
1246,16892,24547,254
1247,16718,23,254
1248,8242,6954,254
1249,28676,27596,254
1250,16681,13690,255
1251,16162,28592,255
1252,25334,7530,255
1253,4214,32801,255
1254,22918,8737,256
1255,477,29235,256
1256,32687,23818,256
1257,13637,7135,256
1258,9021,25576,256
1259,24562,15067,256
1260,2939,28043,256
1261,17549,31291,257
1262,20511,23610,257
1263,5071,26649,257
1264,12801,10535,257
1265,27192,18928,257
1266,12754,32523,257
1267,24619,23665,258
1268,21364,5792,258
1269,16215,11533,259
1270,13387,32956,259
1271,28462,23567,259
1272,8421,29244,259
1273,18384,23997,259
1274,24177,1138,259
1275,27082,22120,260
1276,3335,7184,260
1277,2787,31457,260
1278,11984,3172,260
1279,21720,23938,261
1280,32850,7674,261
1281,26318,6067,261
1282,27852,3484,262
1283,5966,18014,262
1284,20762,5783,262
1285,27230,24532,262
1286,7031,18248,262
1287,28730,3168,262
1288,2485,13652,263
1289,23195,15102,263
1290,16483,10364,263
1291,8280,23932,263
1292,16393,15798,263
1293,19662,26891,264
1294,8497,15801,264
1295,14767,14506,264
1296,19624,6954,264
1297,24170,19369,265
1298,12977,24980,265
1299,29803,26637,265
1300,3067,2333,265
1301,1611,26050,265
1302,28867,15518,265
1303,14376,23916,265
1304,29680,23819,265
1305,29806,6033,266
1306,12230,16839,266
1307,26850,22607,266
1308,3491,11155,266
1309,955,7935,266
1310,24038,4216,267
1311,7548,28524,267
1312,11984,23170,267
1313,16012,2852,267
1314,18709,6618,268
1315,12540,6220,268
1316,19228,13988,268
1317,4573,13532,268
1318,13246,26012,268
1319,19946,6937,268
1320,21904,32084,269
1321,25264,5363,270
1322,24281,27627,270
1323,23100,5961,270
1324,16394,7068,270
1325,20861,30141,271
1326,27216,32151,271
1327,3957,29843,271
1328,778,5037,271
1329,8326,18278,271
1330,400,21929,272
1331,29739,30186,272
1332,2521,31458,272
1333,12301,21056,272
1334,7737,30094,272
1335,20762,11372,272
1336,4214,13375,272
1337,30580,17757,273
1338,15629,7989,273
1339,30889,25410,273
1340,29244,7909,273
1341,24778,13613,273
1342,26094,5627,273
1343,12288,25851,273
1344,31529,3903,274
1345,6389,29245,274
1346,7712,7031,274
1347,26389,25248,274
1348,23723,15192,275
1349,31024,5538,275
1350,21197,4205,275
1351,30857,11373,275
1352,32137,5256,275
1353,7512,13583,275
1354,318,23567,276
1355,33080,19219,276
1356,29013,28456,276
1357,8989,2937,277
1358,31928,8732,277
1359,13189,11252,277
1360,24335,31697,277
1361,1942,29138,278
1362,1786,7826,278
1363,19600,24655,278
1364,16988,28762,278
1365,1304,4183,279
1366,15611,24619,279
1367,6652,22850,279
1368,10033,9020,279
