index,s,t,et
122,6788,4058,50
123,2395,8373,50
124,4964,5636,51
125,7775,9,51
126,5748,9727,51
127,1754,6955,52
128,8358,8449,52
129,3099,7979,53
130,1583,9443,53
131,7559,3997,53
132,6255,8935,53
133,5691,3958,53
134,9595,2443,53
135,11035,3694,53
136,2051,12143,53
137,6554,4941,54
138,5126,8344,55
139,425,3923,55
140,4893,11085,56
141,9425,2764,56
142,8203,7867,57
143,9416,10807,57
144,12253,390,57
145,1872,7797,58
146,12099,11746,60
147,4634,1454,60
148,8223,2629,60
149,11370,387,60
150,8300,11084,62
151,1573,11487,62
152,3463,5008,62
153,1318,1746,64
154,3016,1787,64
155,6196,2139,65
156,7844,6054,65
157,2932,8203,66
158,192,4126,66
159,8696,8706,66
160,369,7876,67
161,7049,10813,67
162,6869,5432,67
163,8485,9182,67
164,9661,9838,67
165,11069,7481,68
166,6110,2309,68
167,4711,3049,69
168,2345,8076,69
169,6025,4525,70
170,6104,6838,70
171,3161,10615,71
172,1974,11052,71
173,3026,10814,72
174,5252,1013,72
175,1041,3286,72
176,8808,3501,73
177,10123,12149,74
178,11565,6214,75
179,7831,9976,75
180,6632,9299,75
181,6997,10703,76
182,3116,5345,76
183,2995,11188,76
184,6925,10439,76
185,3306,5114,77
186,5690,6499,77
187,1747,11307,77
188,9148,11338,79
189,10861,8517,79
190,2845,6094,79
191,5146,12209,79
192,4336,2494,80
193,4873,8696,80
194,1310,7463,80
195,5356,8602,81
196,7781,11288,81
197,422,10959,81
198,10849,1515,82
199,3244,7454,82
200,1038,2052,82
201,320,6266,83
202,7119,7094,83
203,6876,4920,83
204,3788,11216,84
205,7499,5241,84
206,11172,10565,84
207,6144,4827,84
208,182,4997,84
209,8293,929,86
210,2911,2792,87
211,9269,10017,87
212,4121,117,87
213,5496,6995,88
214,10328,10835,88
215,6443,4602,88
216,9231,6921,88
217,7566,3415,90
218,6259,5172,90
219,8754,7618,91
220,10468,2980,91
221,3083,5172,92
222,5018,3135,92
223,7461,5654,92
224,9560,5272,94
225,557,3760,95
226,1012,6027,95
227,7159,3085,96
228,10019,1071,96
229,2769,2704,97
230,1551,5172,97
231,1187,11351,97
232,8880,9983,97
233,5094,1856,97
234,10854,11841,97
235,7144,4149,97
236,2769,972,99
237,5962,10481,99
238,5350,6533,99
239,5252,5974,100
240,6259,3527,100
241,11265,2373,101
242,10439,9898,102
243,3944,4149,102
244,5172,351,103
245,2449,9829,104
246,3160,1086,104
247,10186,4985,104
248,782,5689,104
249,2084,7461,104
250,2353,4731,104
251,7559,9040,105
252,2340,4026,105
253,6876,3655,106
254,2310,11637,106
255,10085,5172,107
256,2876,7954,107
257,8582,11124,107
258,1823,11038,108
259,4196,8760,108
260,8531,206,109
261,11945,10615,109
262,7885,188,109
263,9283,2854,110
264,3655,1625,110
265,250,11733,110
266,12115,6094,110
267,5737,6679,111
268,1584,5351,111
269,6331,9653,111
270,8667,9860,111
271,4524,4847,112
272,810,5600,112
273,7048,11802,112
274,1528,11464,112
275,5955,6552,113
276,6443,10464,113
277,6706,3303,113
278,184,9898,113
279,2432,1672,113
280,2851,6263,114
281,2071,9414,114
282,4654,6262,114
283,7899,10458,114
284,5703,7133,114
285,4400,3144,115
286,2410,3504,115
287,7781,9170,115
288,8720,392,115
289,9671,1275,116
290,1190,1386,116
291,1229,3493,117
292,303,4878,117
293,6876,9404,118
294,2998,5592,119
295,9898,2886,119
296,9566,10740,119
297,8135,7102,120
298,9724,7100,121
299,4071,9833,121
300,7214,6941,121
301,225,12183,121
302,182,10229,121
303,8134,7453,122
304,2326,1857,122
305,332,7625,122
306,7597,10093,122
307,11106,8965,122
308,10027,3055,122
309,539,9546,122
310,4697,8505,123
311,7611,8954,123
312,7780,11317,123
313,6550,11137,123
314,3580,912,124
315,5836,3670,124
316,11901,3098,124
317,3703,1492,125
318,4336,532,127
319,3160,10239,127
320,1756,5194,127
321,5865,6934,128
322,3862,7649,128
323,8657,9835,129
324,9703,7364,129
325,6817,858,129
326,2619,10468,129
327,3862,5885,130
328,1829,7867,130
329,8969,8822,131
330,3637,4594,131
331,9474,7404,131
332,5588,8174,132
333,11346,9586,132
334,4143,11292,132
335,3324,408,132
336,3923,1082,134
337,1965,2380,134
338,724,1472,135
339,2320,8188,135
340,2359,695,136
341,8963,6672,136
342,7928,9586,136
343,11007,3101,136
344,6600,10130,136
345,6268,5548,137
346,3043,1969,137
347,2785,416,138
348,12018,2341,138
349,1822,6678,138
350,10239,11166,139
351,11926,5610,139
352,1019,6718,140
353,1664,1001,140
354,9347,11556,140
355,3543,5748,141
356,7943,4121,141
357,395,6623,142
358,6169,1370,143
359,11902,3570,143
360,1896,8581,143
361,11418,5939,144
362,8531,6242,144
363,4923,8408,144
364,5271,5931,145
365,8001,4644,145
366,11153,6780,145
367,5458,4444,146
368,6750,10672,146
369,11979,2258,147
370,4964,5409,148
371,11927,6612,149
372,6024,6426,150
373,3083,11770,150
374,1939,1457,150
375,4510,3679,151
376,1143,1113,151
377,4030,9097,152
378,11844,11873,152
379,5694,877,152
380,6261,10836,153
381,11585,8641,153
382,8295,3493,153
383,3350,10404,154
384,622,8514,154
385,2914,3502,155
386,420,9586,155
387,4450,1663,156
388,2244,9433,156
389,5031,2190,156
390,9097,4478,157
391,1584,4466,158
392,2924,10190,158
393,11150,6270,158
394,9610,5692,159
395,2771,7743,159
396,4967,6073,159
397,3096,3816,159
398,2139,7240,160
399,7984,1819,160
400,11564,5877,161
401,4193,8662,161
402,8008,2285,161
403,4645,10740,161
404,6897,9405,161
405,326,9347,162
406,9148,11172,163
407,3656,5473,163
408,320,10746,164
409,1994,1540,164
410,1834,3257,164
411,8808,2052,165
412,7955,916,165
413,7714,9418,165
414,320,12014,166
415,852,4243,166
416,9414,3277,166
417,1190,8220,167
418,1736,2525,167
419,11246,8720,167
420,136,5100,167
421,4822,1028,167
422,3490,11059,167
423,10318,5690,168
424,322,3023,169
425,11370,5351,169
426,2763,9482,169
427,182,502,169
428,177,5467,169
429,8435,2216,170
430,8809,8606,170
431,6286,11162,170
432,2987,8047,170
433,9981,3052,171
434,11487,4677,172
435,3693,10115,172
436,1559,10350,173
437,6144,6662,174
438,2,11007,174
439,4644,179,174
440,4302,4600,174
441,4536,9233,174
442,10067,415,174
443,1663,5399,175
444,1748,3808,175
445,10517,2314,175
446,7559,8174,176
447,1663,934,176
448,11031,5925,176
449,11926,1135,177
450,2037,386,177
451,4251,1472,177
452,484,9474,177
453,5416,1725,178
454,6759,6718,178
455,4336,1910,178
456,10459,5168,178
457,7971,9759,178
458,9661,5372,178
459,10533,6471,179
460,8791,4118,180
461,4071,793,180
462,2278,7851,181
463,5588,8138,181
464,3559,3651,182
465,3066,5006,182
466,7760,9986,183
467,8455,11899,183
468,9353,5299,183
469,5876,9883,184
470,8024,11072,184
471,2216,1937,185
472,10230,7567,185
473,7977,10116,186
474,6403,3537,187
475,6364,4919,187
476,3923,2139,188
477,3213,9145,188
478,2771,618,188
479,1830,3543,189
480,8879,8332,189
481,9908,6789,190
482,9902,9832,190
483,7274,4904,190
484,1308,4972,190
485,7892,2244,190
486,1233,4661,191
487,2485,7566,192
488,3697,11770,192
489,4836,7910,193
490,11520,6328,193
491,2140,4923,193
492,303,3593,193
493,630,6670,194
494,4840,3861,194
495,5691,9833,195
496,669,5516,195
497,92,8353,196
498,5999,8834,197
499,2397,10006,197
500,796,5919,197
501,3770,5282,198
502,219,7569,199
503,135,823,199
504,9040,11508,201
505,779,4928,202
506,2980,10982,202
507,3257,3671,202
508,11777,5291,203
509,1612,5501,203
510,9250,7127,204
511,5508,1781,204
512,9902,1902,204
513,5652,7332,204
514,11929,4758,205
515,9795,4534,205
516,2161,4677,206
517,6339,5137,206
518,2084,4039,206
519,2932,10350,207
520,6234,9647,207
521,8720,4400,207
522,459,6285,208
523,5946,11786,209
524,4819,8641,210
525,7559,10267,210
526,5749,4205,210
527,10836,8223,210
528,10070,7312,211
529,1303,1776,211
530,6073,389,211
531,7349,0,212
532,5691,2792,212
533,1611,11585,212
534,4588,11304,212
535,7224,877,213
536,4478,183,213
537,8913,10082,214
538,7602,7783,214
539,3469,3212,215
540,4633,8391,215
541,1130,3324,215
542,3744,7330,215
543,6234,4645,216
544,9092,8954,216
545,10861,4196,216
546,9434,1808,216
547,1218,7995,217
548,8952,2771,217
549,6731,1602,217
550,1936,7222,218
551,3725,2490,218
552,12176,9472,219
553,3008,10183,219
554,680,5770,220
555,9351,10757,220
556,2881,4775,221
557,8087,5523,222
558,5703,9902,222
559,1624,4143,223
560,3268,2981,223
561,4295,10081,224
562,11066,11034,224
563,5517,972,224
564,8290,2396,224
565,6261,5388,225
566,5596,5600,226
567,9880,623,227
568,12249,8431,227
569,2988,7260,227
570,773,629,228
571,12249,11100,228
572,2416,10283,228
573,130,5885,228
574,7992,9864,229
575,10565,6593,229
576,10015,6493,229
577,12279,178,230
578,8678,5120,230
579,16,4121,230
580,3618,11804,231
581,10565,6592,231
582,7214,9172,231
583,7825,3464,231
584,5380,2039,231
585,664,2924,232
586,1233,9927,233
587,4602,1952,234
588,9983,3513,234
589,6747,5919,235
590,10001,1602,236
591,4836,7198,236
592,8347,4149,237
593,8894,1780,237
594,5100,11478,237
595,5760,1829,237
596,8517,7461,237
597,1455,6794,238
598,3826,927,238
599,7898,7071,239
600,7743,5615,239
601,10592,10338,239
602,10885,3110,239
603,4209,5701,239
604,9203,3816,240
605,7522,8485,240
606,11729,5566,240
607,1092,3277,241
608,392,2712,241
609,7954,8065,241
610,663,9405,244
611,2909,9523,244
612,2285,1684,244
613,4978,74,244
614,5126,4712,247
615,2315,7989,247
616,4535,4272,247
617,9703,5956,248
618,4541,5044,248
619,9845,6133,249
620,2378,11637,249
621,1863,11842,250
622,2769,1129,250
623,4965,728,252
624,3078,388,252
625,4271,7065,252
626,4195,732,252
627,1189,4694,253
628,6891,3464,253
629,398,1823,254
630,5573,1099,254
631,717,9610,255
632,9725,4923,257
633,118,12017,257
634,5399,8489,258
635,7152,12066,258
636,4924,6593,258
637,3385,2187,258
638,9530,8133,258
639,5145,3088,258
640,12025,11751,259
641,4070,7940,259
642,4655,9839,259
643,929,8668,259
644,117,2525,259
645,8577,1747,259
646,7499,2548,260
647,11553,9127,260
648,11661,8440,261
649,10057,7976,262
650,843,8137,262
651,6899,1600,262
652,5613,1843,263
653,7281,4923,263
654,9523,3638,263
655,5770,1647,264
656,5549,9259,264
657,2925,5761,264
658,219,4644,264
659,5399,9335,265
660,3671,7048,265
661,8760,9400,265
662,10126,10832,266
663,8808,4633,266
664,6104,4240,266
665,761,11677,266
666,2476,6212,266
667,696,3692,267
668,5954,2771,267
669,10340,10115,267
670,11162,4545,267
671,3649,1746,268
672,9448,5352,268
673,8532,5555,270
674,3786,1692,270
675,10509,11213,270
676,1403,4851,270
677,4212,627,270
678,2618,1516,270
679,3078,3026,271
680,632,2122,271
681,10481,6731,271
682,11825,5616,271
683,11317,4098,272
684,12217,7992,273
685,3172,6507,273
686,6918,478,273
687,678,8014,273
688,3952,8671,274
689,9752,5954,274
690,1714,2979,274
691,6816,2630,274
692,917,11914,275
693,10757,7566,275
694,7133,9097,275
695,1183,10116,276
696,10148,5912,276
697,632,7911,276
698,2065,5352,276
699,5253,10810,277
700,7984,9219,277
701,9853,4172,277
702,6759,9610,278
703,5312,5732,278
704,4681,11289,279
705,2449,8223,279
706,11873,3531,279
707,8855,10015,279
708,1903,2287,279
709,3021,3917,280
710,10298,2680,280
711,8855,12192,280
712,938,1540,280
713,8640,11520,280
714,5127,8027,281
715,2258,3670,281
716,10849,9883,281
717,910,8822,282
718,9400,4821,283
719,6396,6085,284
720,11856,3855,284
721,8000,9595,284
722,5382,9834,284
723,11565,2180,285
724,11787,64,286
725,3434,6331,286
726,810,3021,287
727,1515,3777,287
728,1798,2037,287
729,7646,1903,288
730,5587,11580,288
731,12236,7489,288
732,3160,10186,290
733,2378,8133,291
734,6147,4763,292
735,10327,478,292
736,10062,3286,292
737,8609,323,292
738,11589,11731,293
739,1713,7913,293
740,9857,7977,293
741,371,9656,294
742,1019,2979,294
743,8780,4975,294
744,11667,323,295
745,834,2491,295
746,626,9293,296
747,1622,5160,296
748,10014,7664,296
749,3951,3213,297
750,3466,11124,297
751,9610,7854,297
752,6134,5172,297
753,9348,12106,297
754,3679,2012,297
755,41,9474,297
756,2693,9631,298
757,1130,9291,298
758,4213,4327,299
759,3653,4789,299
760,6973,3009,300
761,7227,3555,300
762,1623,3257,301
763,7197,2071,302
764,5695,8611,302
765,9299,9237,302
766,4827,8571,302
767,5408,9687,303
768,790,6879,304
769,8134,4180,304
770,10608,11949,304
771,1252,724,304
772,4633,3008,304
773,2314,4156,304
774,9692,6824,304
775,6580,10950,305
776,206,4175,305
777,303,11517,306
778,11066,11963,307
779,12249,2305,307
780,5030,7567,308
781,10666,5658,308
782,1593,8978,308
783,4656,3200,309
784,10178,5971,309
785,9531,8188,309
786,2354,2396,309
787,3717,9749,310
788,6897,5786,310
789,10525,8426,311
790,11299,6646,311
791,9351,539,311
792,9724,6363,312
793,7404,4396,312
794,9857,6109,312
795,2932,1797,313
796,4670,3227,313
797,11952,10115,313
798,6228,3110,313
799,1294,6131,314
800,8551,6244,314
801,18,166,314
802,2591,9882,314
803,4978,3812,314
804,5094,9983,315
805,12308,12269,316
806,929,8894,316
807,2105,3084,316
808,3821,4167,316
809,10777,12133,318
810,9540,5836,318
811,8968,5241,319
812,2287,9686,319
813,9186,8087,320
814,5610,11392,320
815,6997,1952,321
816,11306,8008,322
817,10102,9398,322
818,4823,6447,322
819,9904,8498,322
820,8562,2794,324
821,1603,182,324
822,7844,64,324
823,4614,2624,324
824,5615,6270,324
825,7453,11330,325
826,1925,1713,325
827,1583,11739,325
828,326,2979,325
829,4758,226,325
830,9523,8314,326
831,3555,3812,326
832,1754,9335,327
833,9250,3408,327
834,811,10186,327
835,4812,1275,327
836,1832,10230,327
837,11428,823,327
838,5735,3210,328
839,10067,5172,328
840,353,4525,329
841,2240,11289,329
842,2378,1734,329
843,3847,6930,330
844,4918,11952,330
845,11000,8530,331
846,5156,6242,331
847,3670,6266,331
848,2483,9299,332
849,5938,34,333
850,7152,7970,334
851,3697,1515,334
852,3208,3777,335
853,5988,10796,335
854,3913,5954,336
855,7199,7853,337
856,5779,474,337
857,773,1427,337
858,2886,3094,338
859,6094,1048,338
860,2619,8325,338
861,10171,8978,338
862,12185,5736,339
863,10982,10989,339
864,7477,7124,339
865,5836,6565,340
866,2659,5921,340
867,244,9354,340
868,5611,9416,341
869,8918,5084,341
870,2536,4677,342
871,2659,11656,342
872,11059,4770,343
873,11382,10083,343
874,2326,781,344
875,7132,3997,344
876,8001,4207,345
877,7995,2417,345
878,5691,4623,346
879,5343,6572,346
880,2072,6262,346
881,3021,9043,348
882,3524,4918,348
883,9927,11880,348
884,917,390,348
885,3628,5401,348
886,2409,2324,349
887,7567,11118,349
888,3464,1993,349
889,7798,4639,350
890,11039,2102,350
891,941,4966,351
892,5786,10672,351
893,6896,7956,351
894,6589,8411,351
895,3508,4335,353
896,9525,768,353
897,5712,9404,353
898,5008,8855,353
899,7687,9815,354
900,3543,6621,354
901,4846,182,355
902,11935,8513,355
903,9352,780,355
904,3463,1070,355
905,7349,5317,356
906,3938,1961,356
907,6493,6142,356
908,12191,8588,356
909,8928,8530,357
910,2121,6669,357
911,2101,8148,357
912,4507,7984,358
913,2244,6245,358
914,9138,9203,359
915,4367,9858,359
916,4811,3692,360
917,1248,10930,360
918,5879,7451,361
919,6493,2027,361
920,243,9404,361
921,5257,7978,361
922,5694,6486,361
923,9279,10256,362
924,9203,8262,362
925,11135,5400,362
926,2561,9449,363
927,681,2495,363
928,7624,6774,364
929,10173,9701,364
930,4207,1974,364
931,6349,2203,365
932,5699,9483,365
933,8347,3102,366
934,811,5044,367
935,4934,3621,367
936,8173,7239,368
937,9172,6,368
938,5406,12110,369
939,12184,5084,369
940,3305,1194,370
941,12189,9638,370
942,2912,11150,370
943,4774,7081,370
944,8183,10856,370
945,7084,2003,371
946,4525,7970,372
947,5761,4923,372
948,6371,6924,372
949,11372,10081,373
950,3406,11068,373
951,4772,6440,373
952,7210,4925,373
953,3116,12084,374
954,8844,7992,374
955,674,9693,374
956,2958,9113,375
957,182,12071,375
958,2797,1738,376
959,3116,11449,376
960,197,9983,376
961,12002,8043,377
962,723,8287,378
963,8816,1012,378
964,4624,9420,378
965,187,19,378
966,3378,9408,379
967,9413,3543,379
968,2410,9156,379
969,3257,12184,379
970,11893,11574,380
971,11641,783,380
972,3594,9365,381
973,11945,4642,381
974,4212,474,381
975,6747,8641,381
976,10456,6404,382
977,8484,10859,382
978,8855,5548,382
979,7841,181,382
980,5688,9223,382
981,12084,7062,382
982,9833,11419,383
983,520,2380,383
984,5962,6435,383
985,4209,3083,383
986,2378,7971,383
987,3586,922,384
988,331,4712,384
989,2771,7743,384
990,8696,4064,385
991,4594,9164,385
992,5933,1,386
993,3433,182,386
994,7285,1143,386
995,5494,52,387
996,1871,3984,387
997,6085,636,387
998,7339,2712,387
999,11375,10080,388
1000,4426,1666,388
1001,9868,3771,389
1002,446,11705,390
1003,6770,810,391
1004,390,6963,391
1005,5870,11894,391
1006,10094,4192,392
1007,5681,1633,392
1008,11872,183,393
1009,6353,7770,393
1010,1713,4339,394
1011,2455,7418,395
1012,2911,8808,395
1013,9347,5815,395
1014,4213,8059,395
1015,4602,1021,395
1016,9271,4149,395
1017,9956,12249,395
1018,8345,3048,396
1019,7647,6462,396
1020,9922,2998,397
1021,10707,1943,397
1022,8581,7816,397
1023,4823,10580,397
1024,92,750,398
1025,7885,6397,398
1026,5415,11470,399
1027,8883,5160,399
1028,3812,182,399
1029,11810,3347,400
1030,12014,5323,400
1031,4630,4868,400
1032,464,10477,400
1033,1756,2735,400
1034,5388,9386,400
1035,4741,10747,401
1036,8137,6180,401
1037,10757,11031,401
1038,5399,8520,402
1039,6997,4867,402
1040,8980,5654,402
1041,8968,9696,403
1042,5587,11799,403
1043,6243,6169,403
1044,1947,2377,403
1045,8517,4075,404
1046,7815,811,405
1047,9167,4297,405
1048,7989,10543,406
1049,8064,5501,407
1050,9918,6993,407
1051,10172,6435,408
1052,10857,11391,408
1053,2494,1676,409
1054,8295,11881,409
1055,11800,6344,410
1056,7567,4931,410
1057,7977,8260,410
1058,5824,6286,410
1059,157,2003,411
1060,8054,4764,411
1061,8562,11291,411
1062,10930,11772,411
1063,7780,8290,411
1064,7438,4952,411
1065,7364,2771,412
1066,4602,6195,413
1067,3061,1747,413
1068,508,9525,414
1069,4881,3567,414
1070,6897,5215,415
1071,7184,1800,415
1072,7319,5555,416
1073,5550,3997,416
1074,3483,6837,417
1075,10100,10468,418
1076,11150,1185,418
1077,2316,3957,419
1078,7214,3912,419
1079,304,249,420
1080,9610,9883,421
1081,10316,3334,422
1082,12105,5587,423
1083,9930,3406,423
1084,6134,4681,424
1085,4167,8380,424
1086,2756,5688,424
1087,2344,6739,424
1088,7207,4109,424
1089,9239,6219,424
1090,4367,720,425
1091,2344,9033,425
1092,314,4085,426
1093,272,2252,427
1094,1232,4999,427
1095,237,4823,427
1096,4693,10351,429
1097,817,2483,429
1098,6771,3557,429
1099,772,5691,430
1100,9834,3223,430
1101,7853,5712,431
1102,4213,5588,431
1103,3815,3870,431
1104,7461,9096,431
1105,11161,1055,431
1106,7133,6214,432
1107,9148,3537,433
1108,3210,9687,433
1109,6243,5450,433
1110,10229,3311,433
1111,11564,12162,434
1112,3679,391,434
1113,3473,7480,434
1114,6758,9202,435
1115,9882,8662,436
1116,2070,5241,437
1117,5700,794,437
1118,657,2524,437
1119,11312,4654,437
1120,1863,8149,438
1121,12252,12012,438
1122,10812,314,438
1123,10539,9632,438
1124,10836,3846,439
1125,10179,7206,439
1126,7603,5628,439
1127,2733,4123,440
1128,9421,3963,440
1129,5721,8494,440
1130,3594,80,440
1131,10197,6558,440
1132,845,5985,440
1133,415,10898,440
1134,8876,5172,440
1135,2313,8399,440
1136,10136,526,440
1137,11380,1567,443
1138,823,5172,443
1139,7485,5501,444
1140,12084,6333,444
1141,157,4871,445
1142,2981,4644,445
1143,5130,43,445
1144,4655,690,446
1145,11001,9933,447
1146,8353,8022,447
1147,11007,1808,447
1148,7780,9437,448
1149,8582,3115,448
1150,4764,1754,449
1151,5700,4195,449
1152,2393,2769,449
1153,6333,219,449
1154,5359,7611,449
1155,3434,10547,450
1156,4195,3469,450
1157,3585,6133,451
1158,3861,10511,451
1159,9052,2259,451
1160,4342,8012,452
1161,7445,11403,453
1162,10032,7610,453
1163,10801,2781,453
1164,7979,8040,454
1165,9610,4564,454
1166,10748,1863,454
1167,8137,1211,454
1168,10518,6995,454
1169,4126,301,454
1170,4302,7956,454
1171,4155,5988,455
1172,6759,5002,456
1173,10509,11564,456
1174,3815,8174,456
1175,5962,11350,456
1176,2637,5442,457
1177,11843,1939,457
1178,7348,3601,457
1179,2051,2314,457
1180,9876,9172,458
1181,1572,10813,458
1182,10782,9426,459
1183,5712,0,459
1184,5429,8053,459
1185,9030,3671,459
1186,1455,4712,460
1187,5703,2214,460
1188,2590,8258,460
1189,4428,8066,461
1190,6600,1071,461
1191,2814,6493,461
1192,2855,4365,462
1193,4812,3782,462
1194,12153,5595,462
1195,5634,2217,462
1196,10777,5689,463
1197,1218,10593,463
1198,6286,10251,463
1199,3654,761,463
1200,6110,1189,463
1201,8622,8054,464
1202,11030,1158,464
1203,7770,1981,464
1204,10395,9428,464
1205,8532,4000,465
1206,8053,9335,465
1207,4811,8941,465
1208,11885,7204,465
1209,4117,1273,465
1210,10267,9749,465
1211,10229,3470,465
1212,8105,7599,466
1213,8064,5902,466
1214,7365,4027,466
1215,7081,11289,466
1216,8542,184,467
1217,2769,10251,467
1218,5373,7165,467
1219,2291,8131,467
1220,2988,172,468
1221,9031,474,469
1222,9421,6307,469
1223,662,6962,469
1224,11289,8013,470
1225,5937,10080,470
1226,3400,131,470
1227,1317,9474,471
1228,206,4192,471
1229,183,4480,472
1230,7592,3157,472
1231,3958,1994,473
1232,9612,7349,473
1233,5749,3099,474
1234,2323,5555,474
1235,6266,5709,474
1236,9917,10289,474
1237,5458,7002,475
1238,8174,5549,475
1239,2130,374,476
1240,2912,9161,476
1241,8816,889,476
1242,9025,4919,476
1243,7770,5037,476
1244,7159,2735,477
1245,10893,5689,477
1246,3333,1830,477
1247,7618,3788,478
1248,6300,12058,478
1249,355,8991,479
1250,2359,9203,479
1251,7348,11335,479
1252,3930,11763,479
1253,3984,4700,479
1254,9203,7845,480
1255,1952,11174,480
1256,7645,3504,480
1257,3116,10851,480
1258,3304,9801,480
1259,4478,1586,480
1260,2876,2609,481
1261,2998,2260,482
1262,681,8954,482
1263,1577,1506,484
1264,1193,10188,485
1265,9335,11558,486
1266,9193,5781,486
1267,12002,1910,486
1268,3324,896,486
1269,6434,6030,487
1270,4450,1939,488
1271,2374,4842,488
1272,1597,5688,488
1273,4251,11464,488
1274,9923,7850,489
1275,2901,7843,489
1276,6243,1647,489
1277,1153,4918,489
1278,10092,1746,489
1279,6565,6415,490
1280,10148,727,490
1281,4500,7977,491
1282,4629,11123,492
1283,780,1138,492
1284,12093,9233,492
1285,3324,7011,492
1286,10314,110,492
1287,9530,11884,492
1288,11900,10658,493
1289,10340,8093,493
1290,9566,2824,494
1291,6371,11306,494
1292,8885,3049,495
1293,8041,6392,495
1294,7041,7622,495
1295,3333,4924,495
1296,4915,9959,495
1297,11380,6511,496
1298,5030,5688,497
1299,9647,1524,497
1300,12161,11509,497
1301,7558,1527,497
1302,7545,10314,497
1303,2458,10284,498
1304,2162,5566,498
1305,1551,5388,500
1306,9351,2662,500
1307,3390,4658,501
1308,793,4830,502
1309,1657,4119,503
1310,8313,5288,503
1311,409,6130,504
1312,5264,5011,504
1313,9535,6806,505
1314,4402,4193,505
1315,9883,3827,505
1316,4213,5998,505
1317,6731,6581,506
1318,6300,3415,506
1319,5321,5172,506
1320,5983,10940,507
1321,4727,8381,507
1322,5705,7463,507
1323,9530,11498,507
1324,1902,12200,508
1325,9410,1321,508
1326,1099,6441,508
1327,7138,6085,509
1328,11367,3013,509
1329,7348,2612,509
1330,10647,8513,510
1331,6544,6443,511
1332,6331,4230,511
1333,63,2162,512
1334,10062,4478,512
1335,10800,6920,513
1336,6091,2720,514
1337,4500,8730,514
1338,11922,1099,514
1339,12014,5172,515
1340,6244,7184,515
1341,416,8380,515
1342,7794,2315,516
1343,3116,1016,517
1344,182,3861,517
1345,7197,10623,518
1346,6259,10881,518
1347,11456,2294,519
1348,9703,6992,519
1349,4587,2964,519
1350,10329,4578,520
1351,725,10666,520
1352,567,1746,520
1353,8952,6434,521
1354,7645,2316,522
1355,9649,10890,522
1356,11648,10910,522
1357,259,3745,522
1358,6580,3595,523
1359,4775,11945,523
1360,9582,307,525
1361,1190,6493,525
1362,9382,2294,525
1363,838,9474,526
1364,6897,1028,526
1365,6602,2427,528
1366,3903,7153,528
1367,8667,837,528
1368,3304,11856,529
1369,8286,3692,529
1370,7143,4174,529
1371,5061,4357,529
1372,4811,368,530
1373,5890,5100,531
1374,2205,12008,531
1375,6265,7854,532
1376,8916,5988,532
1377,6605,10036,532
1378,6288,10079,533
1379,8663,1942,533
1380,8332,11754,533
1381,11174,11439,534
1382,10925,8880,534
1383,3385,622,534
1384,6442,5863,535
