index,s,t,et
435,274053,1563,94
436,276362,49885,96
437,122544,179873,96
438,317576,254459,96
439,177204,321502,96
440,218287,321253,96
441,256043,30157,96
442,212591,268107,96
443,70243,329927,96
444,172737,315415,96
445,58759,302279,96
446,168033,245816,96
447,22416,265537,96
448,31203,191543,96
449,227553,22905,96
450,291433,15006,96
451,185118,189117,96
452,289273,110290,98
453,37579,114739,98
454,120700,148945,98
455,351057,224503,98
456,129199,94034,98
457,286310,108951,98
458,339870,263584,98
459,276394,74298,98
460,219097,155157,98
461,324980,267545,98
462,83468,6225,98
463,117112,62493,98
464,145027,13282,100
465,221768,116983,100
466,13583,245353,100
467,326682,205245,100
468,62747,134579,100
469,133147,256739,100
470,53681,323477,100
471,147312,86989,100
472,72053,132985,100
473,113688,33973,100
474,258137,60123,102
475,301746,275378,102
476,211260,58751,102
477,321607,349202,102
478,55213,227155,102
479,130038,246873,102
480,347625,211197,102
481,306216,24328,102
482,30142,180230,102
483,262479,40889,102
484,21056,284578,104
485,19220,116290,104
486,2896,41570,104
487,50287,55395,104
488,168511,55031,104
489,327954,21668,104
490,202532,198958,104
491,270451,258113,104
492,189182,68573,106
493,345937,266145,106
494,19033,322000,106
495,74897,286276,106
496,327904,165149,106
497,33497,178870,106
498,266829,179984,106
499,229690,81151,106
500,99756,145042,106
501,49029,193328,108
502,156434,42244,108
503,8333,264590,108
504,152851,143615,108
505,51382,329727,108
506,263519,236064,108
507,128655,83822,110
508,181675,79188,110
509,41869,37034,110
510,123324,173926,110
511,221258,15782,110
512,303343,171894,110
513,273788,181972,110
514,293019,132404,110
515,309797,271327,110
516,288869,36990,110
517,133123,6016,110
518,140501,55608,112
519,192023,330227,112
520,9030,190881,112
521,325456,3118,112
522,32205,326203,112
523,65835,51047,114
524,227427,257916,114
525,339967,340875,114
526,250628,185758,114
527,51321,239622,114
528,264011,94519,116
529,184135,190008,116
530,61699,134319,116
531,30707,347516,116
532,2699,129119,116
533,106682,157181,116
534,221205,155450,116
535,275638,257064,118
536,179060,65835,118
537,138907,124650,118
538,172214,50429,118
539,205274,34167,118
540,196988,66374,118
541,69995,178760,118
542,285550,223292,118
543,263704,67126,118
544,106938,154095,118
545,203867,111130,118
546,119795,96732,120
547,245325,140103,120
548,109001,9333,120
549,39308,59659,120
550,9030,13449,120
551,254506,306907,120
552,241177,106309,120
553,148023,97756,120
554,293741,306906,120
555,102618,247682,120
556,60257,280519,122
557,44949,252173,122
558,326883,7889,122
559,44972,129244,122
560,55940,176268,122
561,208915,337588,122
562,264102,52211,122
563,190450,330324,122
564,54012,199897,124
565,35030,188382,124
566,177721,655,124
567,163138,194117,124
568,260685,301772,124
569,10997,254164,124
570,9845,182950,124
571,25696,215707,124
572,252652,82857,124
573,240506,347987,124
574,342309,161695,126
575,272170,218288,126
576,233700,350225,126
577,104728,116770,126
578,195662,881,126
579,65379,78829,126
580,60219,124685,126
581,123740,160390,126
582,261546,286494,126
583,158274,223963,126
584,213755,332583,126
585,63548,152738,126
586,45929,271325,126
587,32204,68604,126
588,250360,261547,128
589,172689,22290,128
590,76955,33793,128
591,67322,48056,128
592,67,193193,128
593,272949,340499,128
594,29832,320823,128
595,156744,20834,128
596,121095,81934,128
597,251480,141283,128
598,178851,193173,128
599,339324,71329,128
600,297933,142599,130
601,349796,200572,130
602,162966,60512,130
603,25072,236723,130
604,214180,316932,130
605,112143,267785,130
606,72194,236630,130
607,71337,337701,130
608,114458,289741,130
609,39140,122089,130
610,326298,6407,132
611,108382,196466,132
612,107521,292643,132
613,305506,23172,132
614,126959,340480,132
615,118292,87447,132
616,247738,292013,132
617,110484,108648,134
618,70831,48648,134
619,343145,219470,134
620,105845,193534,134
621,115089,4492,134
622,56486,78428,134
623,52796,184196,134
624,17787,306636,134
625,146193,305938,134
626,104031,82214,136
627,79358,30739,136
628,316823,46655,136
629,236747,8728,136
630,222828,136875,136
631,271325,134290,136
632,7954,227508,136
633,37652,8761,136
634,80530,4631,138
635,302767,70597,138
636,111889,160195,138
637,229308,215859,138
638,8931,187911,138
639,235981,102525,138
640,207147,170291,138
641,130789,147749,138
642,29432,204015,138
643,333077,327298,138
644,99152,51294,138
645,117917,348045,138
646,105107,145683,140
647,284141,215078,140
648,24881,83856,140
649,313093,119213,140
650,252683,143645,140
651,54941,272932,140
652,137318,278814,140
653,93048,85140,140
654,155028,235526,140
655,269467,227670,140
656,154004,241507,140
657,229397,10437,142
658,69905,348484,142
659,252405,16422,142
660,246432,107858,142
661,29026,247017,142
662,222310,306475,142
663,275957,44877,142
664,6203,202917,142
665,318460,301029,142
666,112589,265526,142
667,244860,202759,142
668,241231,204776,144
669,207222,225977,144
670,300251,38854,144
671,2888,240128,144
672,172437,207474,144
673,61974,42214,144
674,194938,166981,144
675,150439,31651,144
676,87454,76946,144
677,187910,308916,144
678,346415,120641,144
679,116351,70061,144
680,122769,230264,146
681,288200,130449,146
682,341998,304810,146
683,215143,209508,146
684,195447,154137,146
685,286019,290311,146
686,315382,316276,146
687,60755,337357,146
688,76125,320756,146
689,190288,337012,146
690,136066,327182,146
691,170559,38737,146
692,15695,64789,148
693,59288,250042,148
694,338399,106358,148
695,33957,60667,148
696,308106,311557,148
697,146443,109379,150
698,333659,67000,150
699,19139,102743,150
700,2219,64432,150
701,288284,232674,150
702,127929,257430,150
703,236545,20945,152
704,278577,254070,152
705,14517,238218,152
706,194514,240099,152
707,326021,19359,152
708,19131,178952,152
709,258550,49993,152
710,313856,332721,152
711,33931,244163,152
712,237486,10336,152
713,79105,29378,152
714,144259,57079,152
715,103280,243108,152
716,319255,51087,152
717,68832,105427,154
718,38228,182427,154
719,147138,276985,154
720,82439,5781,154
721,270450,94582,154
722,9073,186028,156
723,130319,130185,156
724,117633,17088,156
725,331537,134047,156
726,59559,191936,156
727,277600,119703,156
728,63406,43484,156
729,232551,187950,156
730,215941,175466,156
731,272100,16801,156
732,210061,93728,156
733,300418,82013,156
734,4655,50083,158
735,303770,228679,158
736,156225,64847,158
737,203231,69573,158
738,114219,180805,158
739,163913,122588,158
740,339695,32028,158
741,39795,113155,158
742,206696,95893,158
743,107060,80159,158
744,339157,293189,160
745,244085,319436,160
746,348077,260486,160
747,45870,131545,160
748,104007,244642,160
749,174501,135855,160
750,228113,65129,160
751,164375,106451,160
752,322010,90427,160
753,312050,114348,162
754,272207,180230,162
755,48319,232258,162
756,336894,197091,162
757,22106,167130,162
758,300995,121779,162
759,191662,231960,162
760,209003,105426,164
761,342193,76420,164
762,293889,334924,164
763,270966,286056,164
764,162984,176708,164
765,89839,34390,164
766,207087,55437,164
767,320758,110402,164
768,337313,100924,164
769,239799,155406,166
770,65647,132888,166
771,276035,129232,166
772,125996,116613,166
773,90406,168696,166
774,251446,209682,168
775,46239,133248,168
776,35086,295606,168
777,160836,9251,168
778,107204,44262,168
779,184474,310989,168
780,242786,53032,168
781,244860,66684,168
782,6036,103806,170
783,147028,234175,170
784,281267,330227,170
785,63769,215078,170
786,87779,51975,170
787,194541,42593,170
788,273232,319951,170
789,312271,253572,170
790,160744,288968,170
791,23245,286431,170
792,340660,176884,170
793,133123,158895,170
794,210037,4039,172
795,19812,147787,172
796,116578,121882,172
797,61942,164735,172
798,18445,197626,172
799,82376,191795,172
800,262060,161195,172
801,117824,218735,172
802,159347,348073,172
803,13309,351132,174
804,50451,118290,174
805,138219,335830,174
806,346398,259162,174
807,240180,42975,174
808,302,26356,174
809,292639,267833,174
810,178499,316514,176
811,70474,200572,176
812,312421,183846,176
813,333138,268331,176
814,247128,32447,176
815,184386,206086,176
816,95164,268270,176
817,328443,313685,176
818,265370,343709,178
819,22998,52595,178
820,89956,331155,178
821,32496,199041,178
822,307563,15430,178
823,283045,270508,178
824,301496,46224,178
825,278314,163513,178
826,139354,173611,178
827,114582,344336,178
828,289013,272036,180
829,107023,262093,180
830,45647,303327,180
831,50521,322250,180
832,180882,47592,180
833,9030,13449,180
834,66875,113643,180
835,48839,71925,180
836,117884,208671,180
837,340079,229666,180
838,20731,297972,180
839,345148,129112,180
840,291591,117658,182
841,338269,348399,182
842,184645,288250,182
843,325606,184010,182
844,105669,283557,182
845,282836,35109,182
846,101053,43484,182
847,105989,80981,182
848,164375,145216,182
849,126539,251761,184
850,319455,308266,184
851,130319,244464,184
852,176362,133210,184
853,48746,328898,184
854,265871,252768,184
855,326880,192304,184
856,262721,34024,184
857,107142,315234,184
858,105137,37687,186
859,333506,338866,186
860,259444,128309,186
861,42950,52938,186
862,196588,285896,186
863,12963,232901,186
864,301651,295246,186
865,120166,279474,186
866,57532,14825,186
867,124479,135071,186
868,254637,101855,186
869,63624,326456,186
870,302286,20670,186
871,214996,162414,188
872,49157,98775,188
873,110821,166503,188
874,105185,160321,188
875,349491,253482,188
876,304463,36562,188
877,342813,229391,188
878,167880,3921,188
879,135322,196032,188
880,226018,126953,188
881,24265,278101,190
882,173494,216315,190
883,68104,323686,190
884,291726,274952,190
885,45863,3892,190
886,130904,97616,190
887,218789,310795,190
888,213338,249189,190
889,207079,218077,192
890,38366,34166,192
891,205192,1547,192
892,243932,194948,192
893,320572,341621,192
894,58267,90295,194
895,293513,178187,194
896,228254,183473,194
897,303911,142831,194
898,67626,106795,194
899,95999,316474,194
900,145368,111853,194
901,132577,117112,194
902,346641,319055,196
903,100713,130077,196
904,265061,153825,196
905,252576,347499,196
906,41831,54076,196
907,65212,134606,196
908,175149,130459,196
909,167942,309781,196
910,72223,338869,196
911,262769,300218,198
912,13550,333286,198
913,332737,193168,198
914,284843,202319,198
915,46084,75606,198
916,30607,150670,198
917,240946,251403,198
918,254840,220348,198
919,258776,121096,198
920,182090,157416,198
921,222211,278910,198
922,346047,184721,198
923,113571,139792,198
924,191406,165113,200
925,92182,189921,200
926,289978,30163,200
927,272608,106440,200
928,89795,271235,200
929,187719,289662,200
930,81888,241864,200
931,314160,215649,200
932,80676,93943,200
933,224984,30901,200
934,22469,322344,200
935,229884,264894,200
936,257755,127929,200
937,13130,275166,200
938,257038,41943,200
939,145072,285614,200
940,254308,204299,200
941,315664,241802,202
942,341272,117589,202
943,123822,258866,202
944,297490,130035,202
945,254479,11004,202
946,251626,307756,202
947,15005,133935,202
948,129620,206806,202
949,51302,235407,204
950,46102,67076,204
951,134854,68852,204
952,215146,207339,204
953,38531,245720,204
954,122246,177231,204
955,130662,26655,204
956,318010,170216,204
957,232677,213612,206
958,68901,123700,206
959,157891,330287,206
960,232675,142792,206
961,273334,243096,206
962,196223,278997,206
963,26465,84806,206
964,115487,314114,206
965,319459,254180,206
966,11069,110680,206
967,157206,44836,206
968,78536,170530,206
969,19277,174226,208
970,107858,219640,208
971,147648,185591,208
972,247962,135942,208
973,117218,96825,208
974,204268,86070,210
975,198303,105758,210
976,246260,316276,210
977,249055,9978,210
978,268415,331526,210
979,49920,261694,210
980,61383,236247,210
981,64193,27806,210
982,278789,22965,212
983,294889,129186,212
984,221116,136612,212
985,223797,199227,212
986,171190,48692,212
987,347081,302212,212
988,266667,300511,212
989,342777,27128,214
990,158899,180248,214
991,169561,109541,214
992,288198,182939,214
993,288194,325993,214
994,301240,95277,214
995,293399,83042,214
996,293399,295619,214
997,256154,176364,214
998,64016,305938,214
999,97876,244739,214
1000,15701,250657,216
1001,13295,138002,216
1002,103753,61210,216
1003,19091,187351,216
1004,288995,38438,216
1005,53246,342577,216
1006,57245,10879,216
1007,53141,266452,216
1008,151343,169567,216
1009,73718,208398,216
1010,60385,210491,216
1011,142001,60667,216
1012,12570,159249,216
1013,79591,249308,216
1014,339111,338220,216
1015,296971,287251,218
1016,323308,215074,218
1017,214053,335405,218
1018,188040,92844,218
1019,287327,57818,218
1020,260725,207915,218
1021,157049,284484,218
1022,202388,288797,218
1023,21258,197802,220
1024,240736,196033,220
1025,238052,28060,220
1026,43627,283850,222
1027,86896,339416,222
1028,212513,27805,222
1029,63782,58921,222
1030,227157,130968,222
1031,219279,340322,222
1032,168761,86869,222
1033,112023,32539,222
1034,146304,289897,222
1035,204476,52437,222
1036,273976,178933,222
1037,267600,108127,222
1038,315348,339136,222
1039,19893,240162,222
1040,134318,262794,224
1041,157676,131623,224
1042,134801,61553,224
1043,145652,323240,224
1044,339193,47041,224
1045,164116,239195,224
1046,110718,348525,224
1047,205618,99834,226
1048,347439,168098,226
1049,4039,336824,226
1050,333553,65266,226
1051,338862,58445,226
1052,44878,44116,226
1053,211986,68853,226
1054,347242,49659,226
1055,258083,237874,226
1056,249530,255701,226
1057,252936,262628,226
1058,183959,158202,226
1059,286670,1785,226
1060,119437,227934,228
1061,60512,67493,228
1062,132631,268192,228
1063,286725,34003,228
1064,282152,230134,228
1065,57743,300732,228
1066,146703,236660,230
1067,144391,34190,230
1068,163792,300927,230
1069,94376,260421,230
1070,305797,87608,230
1071,327954,163818,230
1072,5158,302212,230
1073,218034,22116,230
1074,243584,212246,230
1075,227814,250386,232
1076,193694,48504,232
1077,339190,293905,232
1078,213249,300250,232
1079,234443,67077,232
1080,199467,143439,232
1081,329663,229391,232
1082,314560,316932,232
1083,253958,188006,232
1084,90535,50958,232
1085,218847,303238,232
1086,149563,201495,232
1087,84904,68336,232
1088,217334,12570,232
1089,31727,238559,232
1090,278604,255030,234
1091,168620,178778,234
1092,237532,301691,234
1093,296676,258490,234
1094,91614,81551,234
1095,249819,136043,234
1096,99362,18983,234
1097,222863,67125,234
1098,260896,145180,234
1099,71479,184953,236
1100,238168,75081,236
1101,286785,264199,236
1102,51312,178550,236
1103,269532,189729,236
1104,299884,42975,236
1105,114383,139801,236
1106,134804,327344,238
1107,161941,78206,238
1108,235903,294677,238
1109,142033,179680,238
1110,304599,79850,238
1111,195867,83948,238
1112,329931,152834,238
1113,82754,37716,238
1114,294494,290317,238
1115,86141,219737,240
1116,110377,59460,240
1117,8680,296428,240
1118,175636,69562,240
1119,94190,315758,240
1120,61169,288254,240
1121,219510,176990,242
1122,301289,207087,242
1123,349962,278101,242
1124,182970,319999,242
1125,173834,240372,242
1126,124824,74405,242
1127,80538,255502,244
1128,274225,70163,244
1129,7847,285489,244
1130,91131,201134,244
1131,336375,78837,244
1132,199026,115282,244
1133,293741,306246,244
1134,185966,14028,246
1135,130377,101055,246
1136,276272,234291,246
1137,254232,342873,246
1138,146310,84473,246
1139,204080,95257,246
1140,123346,203615,246
1141,31597,35689,246
1142,105847,66103,246
1143,289439,233183,246
1144,163820,331102,246
1145,279137,133281,246
1146,13706,283466,246
1147,160408,93602,246
1148,201779,162972,248
1149,205586,15033,248
1150,31324,101489,248
1151,196974,252932,248
1152,341403,306755,248
1153,178557,99033,248
1154,87793,78155,248
1155,70175,296543,248
1156,29856,123822,250
1157,334129,258728,250
1158,19358,84472,250
1159,342392,182206,250
1160,256147,343718,250
1161,274821,288081,250
1162,345867,338592,250
1163,181772,262974,250
1164,78987,134870,252
1165,240048,131107,252
1166,221085,212263,252
1167,167006,326216,252
1168,241411,55699,252
1169,333269,196971,252
1170,60754,242226,252
1171,187140,284078,252
1172,346011,89034,252
1173,229153,164753,254
1174,1240,253319,254
1175,222261,6885,254
1176,261611,205587,254
1177,98597,48895,254
1178,98786,121873,254
1179,141958,276906,254
1180,49516,96047,254
1181,86775,84472,256
1182,336546,53657,256
1183,298648,274049,256
1184,56123,63651,256
1185,249698,294794,256
1186,237653,22997,256
1187,233729,55477,256
1188,88772,167953,256
1189,188732,342832,256
1190,194912,19629,256
1191,279937,255897,258
1192,188807,45798,258
1193,10687,241342,258
1194,130949,112507,258
1195,82986,134574,258
1196,240498,163820,258
1197,179761,260545,258
1198,71478,96851,260
1199,303738,162690,260
1200,146901,219637,260
1201,223273,95896,260
1202,54031,18594,260
1203,77312,81162,260
1204,82577,12964,260
1205,74309,89692,260
1206,18393,24829,260
1207,211240,181839,260
1208,272100,75729,260
1209,331736,289295,262
1210,137313,310553,262
1211,285400,220977,262
1212,46385,320981,262
1213,51929,169330,262
1214,205644,184888,262
1215,13953,153565,262
1216,31727,62500,262
1217,196489,213689,262
1218,248424,54872,262
1219,275507,27899,264
1220,285791,160041,264
1221,245331,86498,264
1222,340258,304090,264
1223,6414,161800,264
1224,1612,37627,264
1225,104241,135910,264
1226,61941,45084,264
1227,94004,205184,264
1228,61417,318010,264
1229,243073,7970,264
1230,16603,13550,266
1231,265537,280895,266
1232,343255,253292,266
1233,271480,128068,266
1234,162921,48894,266
1235,142657,121601,266
1236,74298,87281,266
1237,38366,63133,266
1238,328156,68687,266
1239,1855,88771,266
1240,258233,197843,266
1241,117297,272161,266
1242,266949,53875,266
1243,35381,252189,266
1244,52914,263729,266
1245,44643,80530,268
1246,114552,241377,268
1247,307505,329640,268
1248,3031,102034,268
1249,237929,318913,268
1250,107244,132845,268
1251,308302,190457,268
1252,82198,103323,270
1253,227289,45908,270
1254,178518,294649,270
1255,98749,26308,270
1256,246155,130970,270
1257,160592,256363,270
1258,219996,227412,270
1259,236721,109088,270
1260,57028,327663,270
1261,4740,235751,270
1262,256775,218987,272
1263,264631,182894,272
1264,254506,350265,272
1265,92354,266828,272
1266,323324,311876,272
1267,300642,87509,272
1268,195606,285710,272
1269,120433,95677,272
1270,58205,258421,272
1271,290317,102882,272
1272,209026,265204,272
1273,190412,62097,274
1274,313366,122408,274
1275,170214,184328,274
1276,42542,139296,274
1277,95918,251434,274
1278,54905,325007,274
1279,260425,225725,274
1280,276922,91163,276
1281,162676,41597,276
1282,15194,274433,276
1283,30460,70683,276
1284,25909,230009,276
1285,213755,91060,276
1286,198775,213786,276
1287,11782,105839,276
1288,332989,60666,276
1289,309865,69446,276
1290,299764,8948,276
1291,313826,325308,276
1292,87114,65018,278
1293,246315,212716,278
1294,158829,153038,278
1295,244928,262863,278
1296,303539,173493,278
1297,249334,99171,278
1298,27708,338213,278
1299,256938,141814,278
1300,253247,102720,278
1301,337964,27021,278
1302,196317,291861,278
1303,120809,253561,278
1304,264590,198962,278
1305,151481,172988,278
1306,21311,196113,280
1307,295139,316934,280
1308,195588,49347,280
1309,189047,345409,280
1310,48801,126692,280
1311,74875,128749,280
1312,284589,64439,280
1313,93093,250204,280
1314,129365,29209,280
1315,271154,56648,280
1316,22221,351035,280
1317,36442,137243,282
1318,9791,195662,282
1319,228596,131514,282
1320,323803,101238,282
1321,71966,127428,282
1322,303453,45394,282
1323,186554,294948,282
1324,135277,261135,282
1325,154530,155673,282
1326,333011,33377,282
1327,314803,70615,282
1328,100158,162723,282
1329,19220,116290,284
1330,290905,321014,284
1331,31193,44116,284
1332,71074,224941,284
1333,137639,103888,286
1334,185186,39065,286
1335,149962,218401,286
1336,52973,267785,286
1337,266567,144832,286
1338,203640,83116,286
1339,224962,296828,286
1340,285692,62596,286
1341,292397,156867,286
1342,195952,28220,286
1343,193616,37575,288
1344,273805,333609,288
1345,226299,15595,288
1346,216836,48973,288
1347,34396,222810,288
1348,194138,93901,288
1349,309930,152702,288
1350,218853,209210,288
1351,338990,20542,288
1352,29937,20662,288
1353,269667,184848,288
1354,99362,82086,288
1355,142854,277485,290
1356,118391,298095,290
1357,237564,37579,290
1358,250204,207086,290
1359,214531,114219,290
1360,113644,93603,290
1361,111028,291760,290
1362,228827,208122,290
