index,s,t,et
108,64896,38990,5
109,126270,116151,5
110,31957,180725,5
111,248029,138116,5
112,9275,297430,5
113,215700,234697,5
114,228615,157760,5
115,21311,21588,6
116,148611,321503,6
117,107859,51041,6
118,285791,64238,6
119,259528,158369,6
120,161602,70796,6
121,86488,12570,6
122,319120,1198,6
123,119346,341577,6
124,268859,175356,6
125,146703,27248,6
126,105083,109292,6
127,235557,26702,6
128,311935,292922,6
129,123381,139490,6
130,66777,321046,6
131,168742,108286,6
132,290799,158847,6
133,178739,274339,7
134,9575,120427,7
135,43477,259256,7
136,323793,11541,7
137,295260,201303,7
138,16616,11069,7
139,162977,165327,7
140,336363,319451,7
141,198811,40500,7
142,139249,208248,7
143,187613,308866,7
144,358,56438,7
145,192709,56880,7
146,129888,263895,8
147,19220,116290,8
148,29040,139392,8
149,89635,198316,8
150,57928,296905,8
151,27584,333286,8
152,173303,337726,8
153,281652,177513,8
154,268332,267802,8
155,41582,229675,8
156,9030,289982,8
157,258292,78248,8
158,57832,46967,8
159,180526,162376,8
160,341486,47593,8
161,138415,170080,8
162,67489,82402,9
163,74397,137174,9
164,178604,91781,9
165,14343,123472,9
166,51497,229495,9
167,31925,115757,9
168,342309,335808,9
169,153269,291156,9
170,258544,260122,9
171,160550,214996,9
172,245184,204860,9
173,197462,170214,9
174,322871,211197,9
175,44877,247655,9
176,66398,213883,9
177,283641,205472,9
178,141957,216180,9
179,185270,123002,9
180,199259,200192,9
181,334274,302663,9
182,204807,171768,10
183,8071,203733,10
184,127140,26691,10
185,304293,87216,10
186,143576,101027,10
187,324716,192419,10
188,94875,7072,10
189,194692,314115,10
190,272336,112104,10
191,236328,11926,10
192,106987,132985,10
193,223492,64896,10
194,50053,348562,10
195,211380,60548,10
196,217851,297539,10
197,228289,94432,10
198,52935,83952,10
199,207070,109510,10
200,172749,65793,10
201,163818,59071,10
202,212689,117157,10
203,66304,103696,11
204,229395,228739,11
205,263570,204134,11
206,105327,232978,11
207,184027,117112,11
208,161661,250547,11
209,30426,153610,11
210,347218,110856,11
211,8977,287420,11
212,207848,345709,11
213,201934,22528,11
214,146186,129648,12
215,38097,211407,12
216,168290,109768,12
217,282632,126680,12
218,24488,292904,12
219,291072,30891,12
220,241591,124418,12
221,107058,305348,12
222,326322,236140,12
223,157839,5342,12
224,60688,220154,12
225,150443,197562,12
226,272207,76116,12
227,236465,300206,12
228,346174,60039,12
229,270152,154849,12
230,74433,87691,12
231,122453,198127,12
232,173870,70124,13
233,297343,281470,13
234,250639,158507,13
235,323440,239096,13
236,96495,93805,13
237,253572,347862,13
238,95359,241511,13
239,90969,103305,13
240,40629,50800,13
241,19349,119271,13
242,232102,143657,13
243,67498,98955,13
244,270901,340722,13
245,297484,315088,13
246,47643,48770,13
247,255683,6145,13
248,301496,257373,13
249,191675,228698,14
250,171514,203842,14
251,35102,232725,14
252,71885,171912,14
253,176203,343146,14
254,30197,229173,14
255,18954,255191,14
256,83436,88849,14
257,320542,28118,14
258,76252,108981,14
259,82837,72441,14
260,327925,70286,14
261,200908,53352,14
262,242444,238701,14
263,146949,50222,14
264,188808,6220,14
265,89065,62936,14
266,7773,270697,14
267,133371,295767,14
268,37387,57594,14
269,226803,294794,14
270,77145,50160,14
271,289037,117112,14
272,259311,48765,14
273,108485,268680,15
274,67323,253399,15
275,291060,210343,15
276,9030,13449,15
277,197479,177195,15
278,275453,135895,15
279,151268,277853,15
280,114882,186272,15
281,259185,340418,15
282,128389,258209,15
283,4622,237968,15
284,122960,282804,15
285,106987,255606,15
286,114696,42976,15
287,147293,144258,15
288,278229,87174,16
289,15806,240100,16
290,284768,18458,16
291,288194,69100,16
292,346911,225809,16
293,111754,348480,16
294,269472,20093,16
295,285701,98516,16
296,242231,84806,16
297,20103,29915,16
298,63437,349409,16
299,139801,50442,16
300,147796,181411,16
301,282588,75111,16
302,23025,198674,16
303,166122,219852,16
304,227430,317780,16
305,233712,182602,16
306,7038,200066,16
307,259228,89893,17
308,72504,218288,17
309,19812,91689,17
310,1146,256875,17
311,146461,105298,17
312,322285,116470,17
313,163181,270351,17
314,18353,76965,17
315,59745,91781,17
316,128699,131418,17
317,42533,162994,17
318,242727,287158,17
319,35945,134024,17
320,32675,141283,17
321,28733,163295,17
322,109961,307696,17
323,263353,252122,17
324,64017,334161,17
325,76297,188824,17
326,255889,107347,18
327,320529,237310,18
328,335300,147409,18
329,49321,225482,18
330,124821,337346,18
331,327233,80702,18
332,86609,30401,18
333,31752,9891,18
334,165813,348753,18
335,124097,306848,18
336,65767,106967,18
337,208544,142773,18
338,120224,42540,18
339,237195,240503,18
340,76709,245548,18
341,275217,331288,18
342,1671,34275,18
343,229996,298545,18
344,228925,297968,18
345,62396,338084,18
346,193830,332614,18
347,79016,131499,19
348,110101,118184,19
349,70243,36099,19
350,319594,255787,19
351,301753,97048,19
352,343926,242503,19
353,163820,47209,19
354,46961,71479,19
355,76852,221356,19
356,199837,103089,19
357,53241,165541,19
358,277036,21733,19
359,157574,100100,19
360,143830,174073,19
361,293881,350662,19
362,304794,229912,19
363,217698,258908,19
364,337200,129232,19
365,73209,38738,19
366,33983,328308,19
367,335269,217034,20
368,58496,25494,20
369,186284,321792,20
370,84982,34000,20
371,267341,146948,20
372,213134,58581,20
373,245246,181854,20
374,256839,42560,20
375,119130,291072,20
376,279323,235953,20
377,128603,306834,20
378,294510,47592,20
379,273520,153176,20
380,125106,85751,20
381,274629,100190,20
382,118120,266275,20
383,74654,330546,20
384,236832,209747,20
385,217334,342295,20
386,184287,340561,20
387,157852,196489,20
388,311611,17960,20
389,109241,122378,21
390,146731,20417,21
391,10656,310018,21
392,103993,284913,21
393,177967,48388,21
394,213527,209894,21
395,245829,344453,21
396,113018,335218,21
397,282538,260595,21
398,344443,251339,21
399,107523,347636,21
400,238399,45138,21
401,311156,101862,21
402,81042,48648,21
403,115297,288446,21
404,68336,258373,21
405,62596,31393,21
406,143101,179196,21
407,35979,271435,21
408,300495,163148,21
409,204089,161448,22
410,197083,148943,22
411,185676,289877,22
412,211043,184746,22
413,256002,180383,22
414,78076,175942,22
415,186182,267407,22
416,180860,142791,22
417,307097,102656,22
418,268188,67012,22
419,64444,290028,22
420,213091,94376,22
421,325434,3677,22
422,63479,117917,22
423,144595,257877,22
424,85486,103697,22
425,177866,254320,22
426,42669,238865,23
427,83017,28647,23
428,253600,290088,23
429,281380,258702,23
430,210289,228738,23
431,27959,132228,23
432,171603,277499,23
433,85237,106794,23
434,11926,149398,23
435,78005,176103,23
436,60505,253853,23
437,270760,287751,23
438,276923,146351,23
439,110377,329826,23
440,114273,42680,23
441,60216,225998,23
442,264605,335062,23
443,274053,1563,23
444,276362,49885,24
445,122544,179873,24
446,317576,254459,24
447,177204,321502,24
448,218287,321253,24
449,256043,30157,24
450,212591,268107,24
451,70243,329927,24
452,172737,315415,24
453,58759,302279,24
454,168033,245816,24
455,22416,265537,24
456,31203,191543,24
457,227553,22905,24
458,291433,15006,24
459,185118,189117,24
460,289273,110290,24
461,37579,114739,24
462,120700,148945,24
463,351057,224503,24
464,129199,94034,24
465,286310,108951,24
466,339870,263584,24
467,276394,74298,24
468,219097,155157,24
469,324980,267545,24
470,83468,6225,24
471,117112,62493,24
472,145027,13282,25
473,221768,116983,25
474,13583,245353,25
475,326682,205245,25
476,62747,134579,25
477,133147,256739,25
478,53681,323477,25
479,147312,86989,25
480,72053,132985,25
481,113688,33973,25
482,258137,60123,25
483,301746,275378,25
484,211260,58751,25
485,321607,349202,25
486,55213,227155,25
487,130038,246873,25
488,347625,211197,25
489,306216,24328,25
490,30142,180230,25
491,262479,40889,25
492,21056,284578,26
493,19220,116290,26
494,2896,41570,26
495,50287,55395,26
496,168511,55031,26
497,327954,21668,26
498,202532,198958,26
499,270451,258113,26
500,189182,68573,26
501,345937,266145,26
502,19033,322000,26
503,74897,286276,26
504,327904,165149,26
505,33497,178870,26
506,266829,179984,26
507,229690,81151,26
508,99756,145042,26
509,49029,193328,27
510,156434,42244,27
511,8333,264590,27
512,152851,143615,27
513,51382,329727,27
514,263519,236064,27
515,128655,83822,27
516,181675,79188,27
517,41869,37034,27
518,123324,173926,27
519,221258,15782,27
520,303343,171894,27
521,273788,181972,27
522,293019,132404,27
523,309797,271327,27
524,288869,36990,27
525,133123,6016,27
526,140501,55608,28
527,192023,330227,28
528,9030,190881,28
529,325456,3118,28
530,32205,326203,28
531,65835,51047,28
532,227427,257916,28
533,339967,340875,28
534,250628,185758,28
535,51321,239622,28
536,264011,94519,29
537,184135,190008,29
538,61699,134319,29
539,30707,347516,29
540,2699,129119,29
541,106682,157181,29
542,221205,155450,29
543,275638,257064,29
544,179060,65835,29
545,138907,124650,29
546,172214,50429,29
547,205274,34167,29
548,196988,66374,29
549,69995,178760,29
550,285550,223292,29
551,263704,67126,29
552,106938,154095,29
553,203867,111130,29
554,119795,96732,30
555,245325,140103,30
556,109001,9333,30
557,39308,59659,30
558,9030,13449,30
559,254506,306907,30
560,241177,106309,30
561,148023,97756,30
562,293741,306906,30
563,102618,247682,30
564,60257,280519,30
565,44949,252173,30
566,326883,7889,30
567,44972,129244,30
568,55940,176268,30
569,208915,337588,30
570,264102,52211,30
571,190450,330324,30
572,54012,199897,31
573,35030,188382,31
574,177721,655,31
575,163138,194117,31
576,260685,301772,31
577,10997,254164,31
578,9845,182950,31
579,25696,215707,31
580,252652,82857,31
581,240506,347987,31
582,342309,161695,31
583,272170,218288,31
584,233700,350225,31
585,104728,116770,31
586,195662,881,31
587,65379,78829,31
588,60219,124685,31
589,123740,160390,31
590,261546,286494,31
591,158274,223963,31
592,213755,332583,31
593,63548,152738,31
594,45929,271325,31
595,32204,68604,31
596,250360,261547,32
597,172689,22290,32
598,76955,33793,32
599,67322,48056,32
600,67,193193,32
601,272949,340499,32
602,29832,320823,32
603,156744,20834,32
604,121095,81934,32
605,251480,141283,32
606,178851,193173,32
607,339324,71329,32
608,297933,142599,32
609,349796,200572,32
610,162966,60512,32
611,25072,236723,32
612,214180,316932,32
613,112143,267785,32
614,72194,236630,32
615,71337,337701,32
616,114458,289741,32
617,39140,122089,32
618,326298,6407,33
619,108382,196466,33
620,107521,292643,33
621,305506,23172,33
622,126959,340480,33
623,118292,87447,33
624,247738,292013,33
625,110484,108648,33
626,70831,48648,33
627,343145,219470,33
628,105845,193534,33
629,115089,4492,33
630,56486,78428,33
631,52796,184196,33
632,17787,306636,33
633,146193,305938,33
634,104031,82214,34
635,79358,30739,34
636,316823,46655,34
637,236747,8728,34
638,222828,136875,34
639,271325,134290,34
640,7954,227508,34
641,37652,8761,34
642,80530,4631,34
643,302767,70597,34
644,111889,160195,34
645,229308,215859,34
646,8931,187911,34
647,235981,102525,34
648,207147,170291,34
649,130789,147749,34
650,29432,204015,34
651,333077,327298,34
652,99152,51294,34
653,117917,348045,34
654,105107,145683,35
655,284141,215078,35
656,24881,83856,35
657,313093,119213,35
658,252683,143645,35
659,54941,272932,35
660,137318,278814,35
661,93048,85140,35
662,155028,235526,35
663,269467,227670,35
664,154004,241507,35
665,229397,10437,35
666,69905,348484,35
667,252405,16422,35
668,246432,107858,35
669,29026,247017,35
670,222310,306475,35
671,275957,44877,35
672,6203,202917,35
673,318460,301029,35
674,112589,265526,35
675,244860,202759,35
676,241231,204776,36
677,207222,225977,36
678,300251,38854,36
679,2888,240128,36
680,172437,207474,36
681,61974,42214,36
682,194938,166981,36
683,150439,31651,36
684,87454,76946,36
685,187910,308916,36
686,346415,120641,36
687,116351,70061,36
688,122769,230264,36
689,288200,130449,36
690,341998,304810,36
691,215143,209508,36
692,195447,154137,36
693,286019,290311,36
694,315382,316276,36
695,60755,337357,36
696,76125,320756,36
697,190288,337012,36
698,136066,327182,36
699,170559,38737,36
700,15695,64789,37
701,59288,250042,37
702,338399,106358,37
703,33957,60667,37
704,308106,311557,37
705,146443,109379,37
706,333659,67000,37
707,19139,102743,37
708,2219,64432,37
709,288284,232674,37
710,127929,257430,37
711,236545,20945,38
712,278577,254070,38
713,14517,238218,38
714,194514,240099,38
715,326021,19359,38
716,19131,178952,38
717,258550,49993,38
718,313856,332721,38
719,33931,244163,38
720,237486,10336,38
721,79105,29378,38
722,144259,57079,38
723,103280,243108,38
724,319255,51087,38
725,68832,105427,38
726,38228,182427,38
727,147138,276985,38
728,82439,5781,38
729,270450,94582,38
730,9073,186028,39
731,130319,130185,39
732,117633,17088,39
733,331537,134047,39
734,59559,191936,39
735,277600,119703,39
736,63406,43484,39
737,232551,187950,39
738,215941,175466,39
739,272100,16801,39
740,210061,93728,39
741,300418,82013,39
742,4655,50083,39
743,303770,228679,39
744,156225,64847,39
745,203231,69573,39
746,114219,180805,39
747,163913,122588,39
748,339695,32028,39
749,39795,113155,39
750,206696,95893,39
751,107060,80159,39
752,339157,293189,40
753,244085,319436,40
754,348077,260486,40
755,45870,131545,40
756,104007,244642,40
757,174501,135855,40
758,228113,65129,40
759,164375,106451,40
760,322010,90427,40
761,312050,114348,40
762,272207,180230,40
763,48319,232258,40
764,336894,197091,40
765,22106,167130,40
766,300995,121779,40
767,191662,231960,40
768,209003,105426,41
769,342193,76420,41
770,293889,334924,41
771,270966,286056,41
772,162984,176708,41
773,89839,34390,41
774,207087,55437,41
775,320758,110402,41
776,337313,100924,41
777,239799,155406,41
778,65647,132888,41
779,276035,129232,41
780,125996,116613,41
781,90406,168696,41
782,251446,209682,42
783,46239,133248,42
784,35086,295606,42
785,160836,9251,42
786,107204,44262,42
787,184474,310989,42
788,242786,53032,42
789,244860,66684,42
790,6036,103806,42
791,147028,234175,42
792,281267,330227,42
793,63769,215078,42
794,87779,51975,42
795,194541,42593,42
796,273232,319951,42
797,312271,253572,42
798,160744,288968,42
799,23245,286431,42
800,340660,176884,42
801,133123,158895,42
802,210037,4039,43
803,19812,147787,43
804,116578,121882,43
805,61942,164735,43
806,18445,197626,43
807,82376,191795,43
808,262060,161195,43
809,117824,218735,43
810,159347,348073,43
811,13309,351132,43
812,50451,118290,43
813,138219,335830,43
814,346398,259162,43
815,240180,42975,43
816,302,26356,43
817,292639,267833,43
818,178499,316514,44
819,70474,200572,44
820,312421,183846,44
821,333138,268331,44
822,247128,32447,44
823,184386,206086,44
824,95164,268270,44
825,328443,313685,44
826,265370,343709,44
827,22998,52595,44
828,89956,331155,44
829,32496,199041,44
830,307563,15430,44
831,283045,270508,44
832,301496,46224,44
833,278314,163513,44
834,139354,173611,44
835,114582,344336,44
836,289013,272036,45
837,107023,262093,45
838,45647,303327,45
839,50521,322250,45
840,180882,47592,45
841,9030,13449,45
842,66875,113643,45
843,48839,71925,45
844,117884,208671,45
845,340079,229666,45
846,20731,297972,45
847,345148,129112,45
848,291591,117658,45
849,338269,348399,45
850,184645,288250,45
851,325606,184010,45
852,105669,283557,45
853,282836,35109,45
854,101053,43484,45
855,105989,80981,45
856,164375,145216,45
857,126539,251761,46
858,319455,308266,46
859,130319,244464,46
860,176362,133210,46
861,48746,328898,46
862,265871,252768,46
863,326880,192304,46
864,262721,34024,46
865,107142,315234,46
866,105137,37687,46
867,333506,338866,46
868,259444,128309,46
869,42950,52938,46
870,196588,285896,46
871,12963,232901,46
872,301651,295246,46
873,120166,279474,46
874,57532,14825,46
875,124479,135071,46
876,254637,101855,46
877,63624,326456,46
878,302286,20670,46
879,214996,162414,47
880,49157,98775,47
881,110821,166503,47
882,105185,160321,47
883,349491,253482,47
884,304463,36562,47
885,342813,229391,47
886,167880,3921,47
887,135322,196032,47
888,226018,126953,47
889,24265,278101,47
890,173494,216315,47
891,68104,323686,47
892,291726,274952,47
893,45863,3892,47
894,130904,97616,47
895,218789,310795,47
896,213338,249189,47
897,207079,218077,48
898,38366,34166,48
899,205192,1547,48
900,243932,194948,48
901,320572,341621,48
902,58267,90295,48
903,293513,178187,48
904,228254,183473,48
905,303911,142831,48
906,67626,106795,48
907,95999,316474,48
908,145368,111853,48
909,132577,117112,48
910,346641,319055,49
911,100713,130077,49
912,265061,153825,49
913,252576,347499,49
914,41831,54076,49
915,65212,134606,49
916,175149,130459,49
917,167942,309781,49
918,72223,338869,49
919,262769,300218,49
920,13550,333286,49
921,332737,193168,49
922,284843,202319,49
923,46084,75606,49
924,30607,150670,49
925,240946,251403,49
926,254840,220348,49
927,258776,121096,49
928,182090,157416,49
929,222211,278910,49
930,346047,184721,49
931,113571,139792,49
932,191406,165113,50
933,92182,189921,50
934,289978,30163,50
935,272608,106440,50
936,89795,271235,50
937,187719,289662,50
938,81888,241864,50
939,314160,215649,50
940,80676,93943,50
941,224984,30901,50
942,22469,322344,50
943,229884,264894,50
944,257755,127929,50
945,13130,275166,50
946,257038,41943,50
947,145072,285614,50
948,254308,204299,50
949,315664,241802,50
950,341272,117589,50
951,123822,258866,50
952,297490,130035,50
953,254479,11004,50
954,251626,307756,50
955,15005,133935,50
956,129620,206806,50
957,51302,235407,51
958,46102,67076,51
959,134854,68852,51
960,215146,207339,51
961,38531,245720,51
962,122246,177231,51
963,130662,26655,51
964,318010,170216,51
965,232677,213612,51
966,68901,123700,51
967,157891,330287,51
968,232675,142792,51
969,273334,243096,51
970,196223,278997,51
971,26465,84806,51
972,115487,314114,51
973,319459,254180,51
974,11069,110680,51
975,157206,44836,51
976,78536,170530,51
977,19277,174226,52
978,107858,219640,52
979,147648,185591,52
980,247962,135942,52
981,117218,96825,52
982,204268,86070,52
983,198303,105758,52
984,246260,316276,52
985,249055,9978,52
986,268415,331526,52
987,49920,261694,52
988,61383,236247,52
989,64193,27806,52
990,278789,22965,53
991,294889,129186,53
992,221116,136612,53
993,223797,199227,53
994,171190,48692,53
995,347081,302212,53
996,266667,300511,53
997,342777,27128,53
998,158899,180248,53
999,169561,109541,53
1000,288198,182939,53
1001,288194,325993,53
1002,301240,95277,53
1003,293399,83042,53
1004,293399,295619,53
1005,256154,176364,53
1006,64016,305938,53
1007,97876,244739,53
1008,15701,250657,54
1009,13295,138002,54
1010,103753,61210,54
1011,19091,187351,54
1012,288995,38438,54
1013,53246,342577,54
1014,57245,10879,54
1015,53141,266452,54
1016,151343,169567,54
1017,73718,208398,54
1018,60385,210491,54
1019,142001,60667,54
1020,12570,159249,54
1021,79591,249308,54
1022,339111,338220,54
1023,296971,287251,54
1024,323308,215074,54
1025,214053,335405,54
1026,188040,92844,54
1027,287327,57818,54
1028,260725,207915,54
1029,157049,284484,54
1030,202388,288797,54
1031,21258,197802,55
1032,240736,196033,55
1033,238052,28060,55
1034,43627,283850,55
1035,86896,339416,55
1036,212513,27805,55
1037,63782,58921,55
1038,227157,130968,55
1039,219279,340322,55
1040,168761,86869,55
1041,112023,32539,55
1042,146304,289897,55
1043,204476,52437,55
1044,273976,178933,55
1045,267600,108127,55
1046,315348,339136,55
1047,19893,240162,55
1048,134318,262794,56
1049,157676,131623,56
1050,134801,61553,56
1051,145652,323240,56
1052,339193,47041,56
1053,164116,239195,56
1054,110718,348525,56
1055,205618,99834,56
1056,347439,168098,56
1057,4039,336824,56
1058,333553,65266,56
1059,338862,58445,56
1060,44878,44116,56
1061,211986,68853,56
1062,347242,49659,56
1063,258083,237874,56
1064,249530,255701,56
1065,252936,262628,56
1066,183959,158202,56
1067,286670,1785,56
1068,119437,227934,57
1069,60512,67493,57
1070,132631,268192,57
1071,286725,34003,57
1072,282152,230134,57
1073,57743,300732,57
1074,146703,236660,57
1075,144391,34190,57
1076,163792,300927,57
1077,94376,260421,57
1078,305797,87608,57
1079,327954,163818,57
1080,5158,302212,57
1081,218034,22116,57
1082,243584,212246,57
1083,227814,250386,58
1084,193694,48504,58
1085,339190,293905,58
1086,213249,300250,58
1087,234443,67077,58
1088,199467,143439,58
1089,329663,229391,58
1090,314560,316932,58
1091,253958,188006,58
1092,90535,50958,58
1093,218847,303238,58
1094,149563,201495,58
1095,84904,68336,58
1096,217334,12570,58
1097,31727,238559,58
1098,278604,255030,58
1099,168620,178778,58
1100,237532,301691,58
1101,296676,258490,58
1102,91614,81551,58
1103,249819,136043,58
1104,99362,18983,58
1105,222863,67125,58
1106,260896,145180,58
1107,71479,184953,59
1108,238168,75081,59
1109,286785,264199,59
1110,51312,178550,59
1111,269532,189729,59
1112,299884,42975,59
1113,114383,139801,59
1114,134804,327344,59
1115,161941,78206,59
1116,235903,294677,59
1117,142033,179680,59
1118,304599,79850,59
1119,195867,83948,59
1120,329931,152834,59
1121,82754,37716,59
1122,294494,290317,59
1123,86141,219737,60
1124,110377,59460,60
1125,8680,296428,60
1126,175636,69562,60
1127,94190,315758,60
1128,61169,288254,60
1129,219510,176990,60
1130,301289,207087,60
1131,349962,278101,60
1132,182970,319999,60
1133,173834,240372,60
1134,124824,74405,60
1135,80538,255502,61
1136,274225,70163,61
1137,7847,285489,61
1138,91131,201134,61
1139,336375,78837,61
1140,199026,115282,61
1141,293741,306246,61
1142,185966,14028,61
1143,130377,101055,61
1144,276272,234291,61
1145,254232,342873,61
1146,146310,84473,61
1147,204080,95257,61
1148,123346,203615,61
1149,31597,35689,61
1150,105847,66103,61
1151,289439,233183,61
1152,163820,331102,61
1153,279137,133281,61
1154,13706,283466,61
1155,160408,93602,61
1156,201779,162972,62
1157,205586,15033,62
1158,31324,101489,62
1159,196974,252932,62
1160,341403,306755,62
1161,178557,99033,62
1162,87793,78155,62
1163,70175,296543,62
1164,29856,123822,62
1165,334129,258728,62
1166,19358,84472,62
1167,342392,182206,62
1168,256147,343718,62
1169,274821,288081,62
1170,345867,338592,62
1171,181772,262974,62
1172,78987,134870,63
1173,240048,131107,63
1174,221085,212263,63
1175,167006,326216,63
1176,241411,55699,63
1177,333269,196971,63
1178,60754,242226,63
1179,187140,284078,63
1180,346011,89034,63
1181,229153,164753,63
1182,1240,253319,63
1183,222261,6885,63
1184,261611,205587,63
1185,98597,48895,63
1186,98786,121873,63
1187,141958,276906,63
1188,49516,96047,63
1189,86775,84472,64
1190,336546,53657,64
1191,298648,274049,64
1192,56123,63651,64
1193,249698,294794,64
1194,237653,22997,64
1195,233729,55477,64
1196,88772,167953,64
1197,188732,342832,64
1198,194912,19629,64
1199,279937,255897,64
1200,188807,45798,64
1201,10687,241342,64
1202,130949,112507,64
1203,82986,134574,64
1204,240498,163820,64
1205,179761,260545,64
1206,71478,96851,65
1207,303738,162690,65
1208,146901,219637,65
1209,223273,95896,65
1210,54031,18594,65
1211,77312,81162,65
1212,82577,12964,65
1213,74309,89692,65
1214,18393,24829,65
1215,211240,181839,65
1216,272100,75729,65
1217,331736,289295,65
1218,137313,310553,65
1219,285400,220977,65
1220,46385,320981,65
1221,51929,169330,65
1222,205644,184888,65
1223,13953,153565,65
1224,31727,62500,65
1225,196489,213689,65
1226,248424,54872,65
1227,275507,27899,66
1228,285791,160041,66
1229,245331,86498,66
1230,340258,304090,66
1231,6414,161800,66
1232,1612,37627,66
1233,104241,135910,66
1234,61941,45084,66
1235,94004,205184,66
1236,61417,318010,66
1237,243073,7970,66
1238,16603,13550,66
1239,265537,280895,66
1240,343255,253292,66
1241,271480,128068,66
1242,162921,48894,66
1243,142657,121601,66
1244,74298,87281,66
1245,38366,63133,66
1246,328156,68687,66
1247,1855,88771,66
1248,258233,197843,66
1249,117297,272161,66
1250,266949,53875,66
1251,35381,252189,66
1252,52914,263729,66
1253,44643,80530,67
1254,114552,241377,67
1255,307505,329640,67
1256,3031,102034,67
1257,237929,318913,67
1258,107244,132845,67
1259,308302,190457,67
1260,82198,103323,67
1261,227289,45908,67
1262,178518,294649,67
1263,98749,26308,67
1264,246155,130970,67
1265,160592,256363,67
1266,219996,227412,67
1267,236721,109088,67
1268,57028,327663,67
1269,4740,235751,67
1270,256775,218987,68
1271,264631,182894,68
1272,254506,350265,68
1273,92354,266828,68
1274,323324,311876,68
1275,300642,87509,68
1276,195606,285710,68
1277,120433,95677,68
1278,58205,258421,68
1279,290317,102882,68
1280,209026,265204,68
1281,190412,62097,68
1282,313366,122408,68
1283,170214,184328,68
1284,42542,139296,68
1285,95918,251434,68
1286,54905,325007,68
1287,260425,225725,68
1288,276922,91163,69
1289,162676,41597,69
1290,15194,274433,69
1291,30460,70683,69
1292,25909,230009,69
1293,213755,91060,69
1294,198775,213786,69
1295,11782,105839,69
1296,332989,60666,69
1297,309865,69446,69
1298,299764,8948,69
1299,313826,325308,69
1300,87114,65018,69
1301,246315,212716,69
1302,158829,153038,69
1303,244928,262863,69
1304,303539,173493,69
1305,249334,99171,69
1306,27708,338213,69
1307,256938,141814,69
1308,253247,102720,69
1309,337964,27021,69
1310,196317,291861,69
1311,120809,253561,69
1312,264590,198962,69
1313,151481,172988,69
1314,21311,196113,70
1315,295139,316934,70
1316,195588,49347,70
1317,189047,345409,70
1318,48801,126692,70
1319,74875,128749,70
1320,284589,64439,70
1321,93093,250204,70
1322,129365,29209,70
1323,271154,56648,70
1324,22221,351035,70
1325,36442,137243,70
1326,9791,195662,70
1327,228596,131514,70
1328,323803,101238,70
1329,71966,127428,70
1330,303453,45394,70
1331,186554,294948,70
1332,135277,261135,70
1333,154530,155673,70
1334,333011,33377,70
1335,314803,70615,70
1336,100158,162723,70
1337,19220,116290,71
1338,290905,321014,71
1339,31193,44116,71
1340,71074,224941,71
1341,137639,103888,71
1342,185186,39065,71
1343,149962,218401,71
1344,52973,267785,71
1345,266567,144832,71
1346,203640,83116,71
1347,224962,296828,71
1348,285692,62596,71
1349,292397,156867,71
1350,195952,28220,71
1351,193616,37575,72
1352,273805,333609,72
1353,226299,15595,72
1354,216836,48973,72
1355,34396,222810,72
1356,194138,93901,72
1357,309930,152702,72
1358,218853,209210,72
1359,338990,20542,72
1360,29937,20662,72
1361,269667,184848,72
1362,99362,82086,72
