index,s,t,et
435,274053,1563,47
436,276362,49885,48
437,122544,179873,48
438,317576,254459,48
439,177204,321502,48
440,218287,321253,48
441,256043,30157,48
442,212591,268107,48
443,70243,329927,48
444,172737,315415,48
445,58759,302279,48
446,168033,245816,48
447,22416,265537,48
448,31203,191543,48
449,227553,22905,48
450,291433,15006,48
451,185118,189117,48
452,289273,110290,49
453,37579,114739,49
454,120700,148945,49
455,351057,224503,49
456,129199,94034,49
457,286310,108951,49
458,339870,263584,49
459,276394,74298,49
460,219097,155157,49
461,324980,267545,49
462,83468,6225,49
463,117112,62493,49
464,145027,13282,50
465,221768,116983,50
466,13583,245353,50
467,326682,205245,50
468,62747,134579,50
469,133147,256739,50
470,53681,323477,50
471,147312,86989,50
472,72053,132985,50
473,113688,33973,50
474,258137,60123,51
475,301746,275378,51
476,211260,58751,51
477,321607,349202,51
478,55213,227155,51
479,130038,246873,51
480,347625,211197,51
481,306216,24328,51
482,30142,180230,51
483,262479,40889,51
484,21056,284578,52
485,19220,116290,52
486,2896,41570,52
487,50287,55395,52
488,168511,55031,52
489,327954,21668,52
490,202532,198958,52
491,270451,258113,52
492,189182,68573,53
493,345937,266145,53
494,19033,322000,53
495,74897,286276,53
496,327904,165149,53
497,33497,178870,53
498,266829,179984,53
499,229690,81151,53
500,99756,145042,53
501,49029,193328,54
502,156434,42244,54
503,8333,264590,54
504,152851,143615,54
505,51382,329727,54
506,263519,236064,54
507,128655,83822,55
508,181675,79188,55
509,41869,37034,55
510,123324,173926,55
511,221258,15782,55
512,303343,171894,55
513,273788,181972,55
514,293019,132404,55
515,309797,271327,55
516,288869,36990,55
517,133123,6016,55
518,140501,55608,56
519,192023,330227,56
520,9030,190881,56
521,325456,3118,56
522,32205,326203,56
523,65835,51047,57
524,227427,257916,57
525,339967,340875,57
526,250628,185758,57
527,51321,239622,57
528,264011,94519,58
529,184135,190008,58
530,61699,134319,58
531,30707,347516,58
532,2699,129119,58
533,106682,157181,58
534,221205,155450,58
535,275638,257064,59
536,179060,65835,59
537,138907,124650,59
538,172214,50429,59
539,205274,34167,59
540,196988,66374,59
541,69995,178760,59
542,285550,223292,59
543,263704,67126,59
544,106938,154095,59
545,203867,111130,59
546,119795,96732,60
547,245325,140103,60
548,109001,9333,60
549,39308,59659,60
550,9030,13449,60
551,254506,306907,60
552,241177,106309,60
553,148023,97756,60
554,293741,306906,60
555,102618,247682,60
556,60257,280519,61
557,44949,252173,61
558,326883,7889,61
559,44972,129244,61
560,55940,176268,61
561,208915,337588,61
562,264102,52211,61
563,190450,330324,61
564,54012,199897,62
565,35030,188382,62
566,177721,655,62
567,163138,194117,62
568,260685,301772,62
569,10997,254164,62
570,9845,182950,62
571,25696,215707,62
572,252652,82857,62
573,240506,347987,62
574,342309,161695,63
575,272170,218288,63
576,233700,350225,63
577,104728,116770,63
578,195662,881,63
579,65379,78829,63
580,60219,124685,63
581,123740,160390,63
582,261546,286494,63
583,158274,223963,63
584,213755,332583,63
585,63548,152738,63
586,45929,271325,63
587,32204,68604,63
588,250360,261547,64
589,172689,22290,64
590,76955,33793,64
591,67322,48056,64
592,67,193193,64
593,272949,340499,64
594,29832,320823,64
595,156744,20834,64
596,121095,81934,64
597,251480,141283,64
598,178851,193173,64
599,339324,71329,64
600,297933,142599,65
601,349796,200572,65
602,162966,60512,65
603,25072,236723,65
604,214180,316932,65
605,112143,267785,65
606,72194,236630,65
607,71337,337701,65
608,114458,289741,65
609,39140,122089,65
610,326298,6407,66
611,108382,196466,66
612,107521,292643,66
613,305506,23172,66
614,126959,340480,66
615,118292,87447,66
616,247738,292013,66
617,110484,108648,67
618,70831,48648,67
619,343145,219470,67
620,105845,193534,67
621,115089,4492,67
622,56486,78428,67
623,52796,184196,67
624,17787,306636,67
625,146193,305938,67
626,104031,82214,68
627,79358,30739,68
628,316823,46655,68
629,236747,8728,68
630,222828,136875,68
631,271325,134290,68
632,7954,227508,68
633,37652,8761,68
634,80530,4631,69
635,302767,70597,69
636,111889,160195,69
637,229308,215859,69
638,8931,187911,69
639,235981,102525,69
640,207147,170291,69
641,130789,147749,69
642,29432,204015,69
643,333077,327298,69
644,99152,51294,69
645,117917,348045,69
646,105107,145683,70
647,284141,215078,70
648,24881,83856,70
649,313093,119213,70
650,252683,143645,70
651,54941,272932,70
652,137318,278814,70
653,93048,85140,70
654,155028,235526,70
655,269467,227670,70
656,154004,241507,70
657,229397,10437,71
658,69905,348484,71
659,252405,16422,71
660,246432,107858,71
661,29026,247017,71
662,222310,306475,71
663,275957,44877,71
664,6203,202917,71
665,318460,301029,71
666,112589,265526,71
667,244860,202759,71
668,241231,204776,72
669,207222,225977,72
670,300251,38854,72
671,2888,240128,72
672,172437,207474,72
673,61974,42214,72
674,194938,166981,72
675,150439,31651,72
676,87454,76946,72
677,187910,308916,72
678,346415,120641,72
679,116351,70061,72
680,122769,230264,73
681,288200,130449,73
682,341998,304810,73
683,215143,209508,73
684,195447,154137,73
685,286019,290311,73
686,315382,316276,73
687,60755,337357,73
688,76125,320756,73
689,190288,337012,73
690,136066,327182,73
691,170559,38737,73
692,15695,64789,74
693,59288,250042,74
694,338399,106358,74
695,33957,60667,74
696,308106,311557,74
697,146443,109379,75
698,333659,67000,75
699,19139,102743,75
700,2219,64432,75
701,288284,232674,75
702,127929,257430,75
703,236545,20945,76
704,278577,254070,76
705,14517,238218,76
706,194514,240099,76
707,326021,19359,76
708,19131,178952,76
709,258550,49993,76
710,313856,332721,76
711,33931,244163,76
712,237486,10336,76
713,79105,29378,76
714,144259,57079,76
715,103280,243108,76
716,319255,51087,76
717,68832,105427,77
718,38228,182427,77
719,147138,276985,77
720,82439,5781,77
721,270450,94582,77
722,9073,186028,78
723,130319,130185,78
724,117633,17088,78
725,331537,134047,78
726,59559,191936,78
727,277600,119703,78
728,63406,43484,78
729,232551,187950,78
730,215941,175466,78
731,272100,16801,78
732,210061,93728,78
733,300418,82013,78
734,4655,50083,79
735,303770,228679,79
736,156225,64847,79
737,203231,69573,79
738,114219,180805,79
739,163913,122588,79
740,339695,32028,79
741,39795,113155,79
742,206696,95893,79
743,107060,80159,79
744,339157,293189,80
745,244085,319436,80
746,348077,260486,80
747,45870,131545,80
748,104007,244642,80
749,174501,135855,80
750,228113,65129,80
751,164375,106451,80
752,322010,90427,80
753,312050,114348,81
754,272207,180230,81
755,48319,232258,81
756,336894,197091,81
757,22106,167130,81
758,300995,121779,81
759,191662,231960,81
760,209003,105426,82
761,342193,76420,82
762,293889,334924,82
763,270966,286056,82
764,162984,176708,82
765,89839,34390,82
766,207087,55437,82
767,320758,110402,82
768,337313,100924,82
769,239799,155406,83
770,65647,132888,83
771,276035,129232,83
772,125996,116613,83
773,90406,168696,83
774,251446,209682,84
775,46239,133248,84
776,35086,295606,84
777,160836,9251,84
778,107204,44262,84
779,184474,310989,84
780,242786,53032,84
781,244860,66684,84
782,6036,103806,85
783,147028,234175,85
784,281267,330227,85
785,63769,215078,85
786,87779,51975,85
787,194541,42593,85
788,273232,319951,85
789,312271,253572,85
790,160744,288968,85
791,23245,286431,85
792,340660,176884,85
793,133123,158895,85
794,210037,4039,86
795,19812,147787,86
796,116578,121882,86
797,61942,164735,86
798,18445,197626,86
799,82376,191795,86
800,262060,161195,86
801,117824,218735,86
802,159347,348073,86
803,13309,351132,87
804,50451,118290,87
805,138219,335830,87
806,346398,259162,87
807,240180,42975,87
808,302,26356,87
809,292639,267833,87
810,178499,316514,88
811,70474,200572,88
812,312421,183846,88
813,333138,268331,88
814,247128,32447,88
815,184386,206086,88
816,95164,268270,88
817,328443,313685,88
818,265370,343709,89
819,22998,52595,89
820,89956,331155,89
821,32496,199041,89
822,307563,15430,89
823,283045,270508,89
824,301496,46224,89
825,278314,163513,89
826,139354,173611,89
827,114582,344336,89
828,289013,272036,90
829,107023,262093,90
830,45647,303327,90
831,50521,322250,90
832,180882,47592,90
833,9030,13449,90
834,66875,113643,90
835,48839,71925,90
836,117884,208671,90
837,340079,229666,90
838,20731,297972,90
839,345148,129112,90
840,291591,117658,91
841,338269,348399,91
842,184645,288250,91
843,325606,184010,91
844,105669,283557,91
845,282836,35109,91
846,101053,43484,91
847,105989,80981,91
848,164375,145216,91
849,126539,251761,92
850,319455,308266,92
851,130319,244464,92
852,176362,133210,92
853,48746,328898,92
854,265871,252768,92
855,326880,192304,92
856,262721,34024,92
857,107142,315234,92
858,105137,37687,93
859,333506,338866,93
860,259444,128309,93
861,42950,52938,93
862,196588,285896,93
863,12963,232901,93
864,301651,295246,93
865,120166,279474,93
866,57532,14825,93
867,124479,135071,93
868,254637,101855,93
869,63624,326456,93
870,302286,20670,93
871,214996,162414,94
872,49157,98775,94
873,110821,166503,94
874,105185,160321,94
875,349491,253482,94
876,304463,36562,94
877,342813,229391,94
878,167880,3921,94
879,135322,196032,94
880,226018,126953,94
881,24265,278101,95
882,173494,216315,95
883,68104,323686,95
884,291726,274952,95
885,45863,3892,95
886,130904,97616,95
887,218789,310795,95
888,213338,249189,95
889,207079,218077,96
890,38366,34166,96
891,205192,1547,96
892,243932,194948,96
893,320572,341621,96
894,58267,90295,97
895,293513,178187,97
896,228254,183473,97
897,303911,142831,97
898,67626,106795,97
899,95999,316474,97
900,145368,111853,97
901,132577,117112,97
902,346641,319055,98
903,100713,130077,98
904,265061,153825,98
905,252576,347499,98
906,41831,54076,98
907,65212,134606,98
908,175149,130459,98
909,167942,309781,98
910,72223,338869,98
911,262769,300218,99
912,13550,333286,99
913,332737,193168,99
914,284843,202319,99
915,46084,75606,99
916,30607,150670,99
917,240946,251403,99
918,254840,220348,99
919,258776,121096,99
920,182090,157416,99
921,222211,278910,99
922,346047,184721,99
923,113571,139792,99
924,191406,165113,100
925,92182,189921,100
926,289978,30163,100
927,272608,106440,100
928,89795,271235,100
929,187719,289662,100
930,81888,241864,100
931,314160,215649,100
932,80676,93943,100
933,224984,30901,100
934,22469,322344,100
935,229884,264894,100
936,257755,127929,100
937,13130,275166,100
938,257038,41943,100
939,145072,285614,100
940,254308,204299,100
941,315664,241802,101
942,341272,117589,101
943,123822,258866,101
944,297490,130035,101
945,254479,11004,101
946,251626,307756,101
947,15005,133935,101
948,129620,206806,101
949,51302,235407,102
950,46102,67076,102
951,134854,68852,102
952,215146,207339,102
953,38531,245720,102
954,122246,177231,102
955,130662,26655,102
956,318010,170216,102
957,232677,213612,103
958,68901,123700,103
959,157891,330287,103
960,232675,142792,103
961,273334,243096,103
962,196223,278997,103
963,26465,84806,103
964,115487,314114,103
965,319459,254180,103
966,11069,110680,103
967,157206,44836,103
968,78536,170530,103
969,19277,174226,104
970,107858,219640,104
971,147648,185591,104
972,247962,135942,104
973,117218,96825,104
974,204268,86070,105
975,198303,105758,105
976,246260,316276,105
977,249055,9978,105
978,268415,331526,105
979,49920,261694,105
980,61383,236247,105
981,64193,27806,105
982,278789,22965,106
983,294889,129186,106
984,221116,136612,106
985,223797,199227,106
986,171190,48692,106
987,347081,302212,106
988,266667,300511,106
989,342777,27128,107
990,158899,180248,107
991,169561,109541,107
992,288198,182939,107
993,288194,325993,107
994,301240,95277,107
995,293399,83042,107
996,293399,295619,107
997,256154,176364,107
998,64016,305938,107
999,97876,244739,107
1000,15701,250657,108
1001,13295,138002,108
1002,103753,61210,108
1003,19091,187351,108
1004,288995,38438,108
1005,53246,342577,108
1006,57245,10879,108
1007,53141,266452,108
1008,151343,169567,108
1009,73718,208398,108
1010,60385,210491,108
1011,142001,60667,108
1012,12570,159249,108
1013,79591,249308,108
1014,339111,338220,108
1015,296971,287251,109
1016,323308,215074,109
1017,214053,335405,109
1018,188040,92844,109
1019,287327,57818,109
1020,260725,207915,109
1021,157049,284484,109
1022,202388,288797,109
1023,21258,197802,110
1024,240736,196033,110
1025,238052,28060,110
1026,43627,283850,111
1027,86896,339416,111
1028,212513,27805,111
1029,63782,58921,111
1030,227157,130968,111
1031,219279,340322,111
1032,168761,86869,111
1033,112023,32539,111
1034,146304,289897,111
1035,204476,52437,111
1036,273976,178933,111
1037,267600,108127,111
1038,315348,339136,111
1039,19893,240162,111
1040,134318,262794,112
1041,157676,131623,112
1042,134801,61553,112
1043,145652,323240,112
1044,339193,47041,112
1045,164116,239195,112
1046,110718,348525,112
1047,205618,99834,113
1048,347439,168098,113
1049,4039,336824,113
1050,333553,65266,113
1051,338862,58445,113
1052,44878,44116,113
1053,211986,68853,113
1054,347242,49659,113
1055,258083,237874,113
1056,249530,255701,113
1057,252936,262628,113
1058,183959,158202,113
1059,286670,1785,113
1060,119437,227934,114
1061,60512,67493,114
1062,132631,268192,114
1063,286725,34003,114
1064,282152,230134,114
1065,57743,300732,114
1066,146703,236660,115
1067,144391,34190,115
1068,163792,300927,115
1069,94376,260421,115
1070,305797,87608,115
1071,327954,163818,115
1072,5158,302212,115
1073,218034,22116,115
1074,243584,212246,115
1075,227814,250386,116
1076,193694,48504,116
1077,339190,293905,116
1078,213249,300250,116
1079,234443,67077,116
1080,199467,143439,116
1081,329663,229391,116
1082,314560,316932,116
1083,253958,188006,116
1084,90535,50958,116
1085,218847,303238,116
1086,149563,201495,116
1087,84904,68336,116
1088,217334,12570,116
1089,31727,238559,116
1090,278604,255030,117
1091,168620,178778,117
1092,237532,301691,117
1093,296676,258490,117
1094,91614,81551,117
1095,249819,136043,117
1096,99362,18983,117
1097,222863,67125,117
1098,260896,145180,117
1099,71479,184953,118
1100,238168,75081,118
1101,286785,264199,118
1102,51312,178550,118
1103,269532,189729,118
1104,299884,42975,118
1105,114383,139801,118
1106,134804,327344,119
1107,161941,78206,119
1108,235903,294677,119
1109,142033,179680,119
1110,304599,79850,119
1111,195867,83948,119
1112,329931,152834,119
1113,82754,37716,119
1114,294494,290317,119
1115,86141,219737,120
1116,110377,59460,120
1117,8680,296428,120
1118,175636,69562,120
1119,94190,315758,120
1120,61169,288254,120
1121,219510,176990,121
1122,301289,207087,121
1123,349962,278101,121
1124,182970,319999,121
1125,173834,240372,121
1126,124824,74405,121
1127,80538,255502,122
1128,274225,70163,122
1129,7847,285489,122
1130,91131,201134,122
1131,336375,78837,122
1132,199026,115282,122
1133,293741,306246,122
1134,185966,14028,123
1135,130377,101055,123
1136,276272,234291,123
1137,254232,342873,123
1138,146310,84473,123
1139,204080,95257,123
1140,123346,203615,123
1141,31597,35689,123
1142,105847,66103,123
1143,289439,233183,123
1144,163820,331102,123
1145,279137,133281,123
1146,13706,283466,123
1147,160408,93602,123
1148,201779,162972,124
1149,205586,15033,124
1150,31324,101489,124
1151,196974,252932,124
1152,341403,306755,124
1153,178557,99033,124
1154,87793,78155,124
1155,70175,296543,124
1156,29856,123822,125
1157,334129,258728,125
1158,19358,84472,125
1159,342392,182206,125
1160,256147,343718,125
1161,274821,288081,125
1162,345867,338592,125
1163,181772,262974,125
1164,78987,134870,126
1165,240048,131107,126
1166,221085,212263,126
1167,167006,326216,126
1168,241411,55699,126
1169,333269,196971,126
1170,60754,242226,126
1171,187140,284078,126
1172,346011,89034,126
1173,229153,164753,127
1174,1240,253319,127
1175,222261,6885,127
1176,261611,205587,127
1177,98597,48895,127
1178,98786,121873,127
1179,141958,276906,127
1180,49516,96047,127
1181,86775,84472,128
1182,336546,53657,128
1183,298648,274049,128
1184,56123,63651,128
1185,249698,294794,128
1186,237653,22997,128
1187,233729,55477,128
1188,88772,167953,128
1189,188732,342832,128
1190,194912,19629,128
1191,279937,255897,129
1192,188807,45798,129
1193,10687,241342,129
1194,130949,112507,129
1195,82986,134574,129
1196,240498,163820,129
1197,179761,260545,129
1198,71478,96851,130
1199,303738,162690,130
1200,146901,219637,130
1201,223273,95896,130
1202,54031,18594,130
1203,77312,81162,130
1204,82577,12964,130
1205,74309,89692,130
1206,18393,24829,130
1207,211240,181839,130
1208,272100,75729,130
1209,331736,289295,131
1210,137313,310553,131
1211,285400,220977,131
1212,46385,320981,131
1213,51929,169330,131
1214,205644,184888,131
1215,13953,153565,131
1216,31727,62500,131
1217,196489,213689,131
1218,248424,54872,131
1219,275507,27899,132
1220,285791,160041,132
1221,245331,86498,132
1222,340258,304090,132
1223,6414,161800,132
1224,1612,37627,132
1225,104241,135910,132
1226,61941,45084,132
1227,94004,205184,132
1228,61417,318010,132
1229,243073,7970,132
1230,16603,13550,133
1231,265537,280895,133
1232,343255,253292,133
1233,271480,128068,133
1234,162921,48894,133
1235,142657,121601,133
1236,74298,87281,133
1237,38366,63133,133
1238,328156,68687,133
1239,1855,88771,133
1240,258233,197843,133
1241,117297,272161,133
1242,266949,53875,133
1243,35381,252189,133
1244,52914,263729,133
1245,44643,80530,134
1246,114552,241377,134
1247,307505,329640,134
1248,3031,102034,134
1249,237929,318913,134
1250,107244,132845,134
1251,308302,190457,134
1252,82198,103323,135
1253,227289,45908,135
1254,178518,294649,135
1255,98749,26308,135
1256,246155,130970,135
1257,160592,256363,135
1258,219996,227412,135
1259,236721,109088,135
1260,57028,327663,135
1261,4740,235751,135
1262,256775,218987,136
1263,264631,182894,136
1264,254506,350265,136
1265,92354,266828,136
1266,323324,311876,136
1267,300642,87509,136
1268,195606,285710,136
1269,120433,95677,136
1270,58205,258421,136
1271,290317,102882,136
1272,209026,265204,136
1273,190412,62097,137
1274,313366,122408,137
1275,170214,184328,137
1276,42542,139296,137
1277,95918,251434,137
1278,54905,325007,137
1279,260425,225725,137
1280,276922,91163,138
1281,162676,41597,138
1282,15194,274433,138
1283,30460,70683,138
1284,25909,230009,138
1285,213755,91060,138
1286,198775,213786,138
1287,11782,105839,138
1288,332989,60666,138
1289,309865,69446,138
1290,299764,8948,138
1291,313826,325308,138
1292,87114,65018,139
1293,246315,212716,139
1294,158829,153038,139
1295,244928,262863,139
1296,303539,173493,139
1297,249334,99171,139
1298,27708,338213,139
1299,256938,141814,139
1300,253247,102720,139
1301,337964,27021,139
1302,196317,291861,139
1303,120809,253561,139
1304,264590,198962,139
1305,151481,172988,139
1306,21311,196113,140
1307,295139,316934,140
1308,195588,49347,140
1309,189047,345409,140
1310,48801,126692,140
1311,74875,128749,140
1312,284589,64439,140
1313,93093,250204,140
1314,129365,29209,140
1315,271154,56648,140
1316,22221,351035,140
1317,36442,137243,141
1318,9791,195662,141
1319,228596,131514,141
1320,323803,101238,141
1321,71966,127428,141
1322,303453,45394,141
1323,186554,294948,141
1324,135277,261135,141
1325,154530,155673,141
1326,333011,33377,141
1327,314803,70615,141
1328,100158,162723,141
1329,19220,116290,142
1330,290905,321014,142
1331,31193,44116,142
1332,71074,224941,142
1333,137639,103888,143
1334,185186,39065,143
1335,149962,218401,143
1336,52973,267785,143
1337,266567,144832,143
1338,203640,83116,143
1339,224962,296828,143
1340,285692,62596,143
1341,292397,156867,143
1342,195952,28220,143
1343,193616,37575,144
1344,273805,333609,144
1345,226299,15595,144
1346,216836,48973,144
1347,34396,222810,144
1348,194138,93901,144
1349,309930,152702,144
1350,218853,209210,144
1351,338990,20542,144
1352,29937,20662,144
1353,269667,184848,144
1354,99362,82086,144
1355,142854,277485,145
1356,118391,298095,145
1357,237564,37579,145
1358,250204,207086,145
1359,214531,114219,145
1360,113644,93603,145
1361,111028,291760,145
1362,228827,208122,145
